"","exp","block","plot","SR","SpComp","year","sum_alive","n_initial","proportion_alive"
"805","IDENT.cloquet","C","B1",2,"BEPE-QURO",4,15,15,1
"806","IDENT.cloquet","C","B1",2,"BEPE-QURO",5,49,49,1
"807","IDENT.cloquet","C","B2",6,"LADE_LALA_PIAB_PIGL_PIST_PISY",0,49,49,1
"808","IDENT.cloquet","C","B2",6,"LADE_LALA_PIAB_PIGL_PIST_PISY",1,25,25,1
"809","IDENT.cloquet","C","B2",6,"LADE_LALA_PIAB_PIGL_PIST_PISY",2,25,25,1
"810","IDENT.cloquet","C","B2",6,"LADE_LALA_PIAB_PIGL_PIST_PISY",3,25,25,1
"811","IDENT.cloquet","C","B2",6,"LADE_LALA_PIAB_PIGL_PIST_PISY",4,25,25,1
"812","IDENT.cloquet","C","B2",6,"LADE_LALA_PIAB_PIGL_PIST_PISY",5,47,49,0.959183673469388
"813","IDENT.cloquet","C","B3",2,"ACSA_PIGL",0,49,49,1
"814","IDENT.cloquet","C","B3",2,"ACSA_PIGL",1,15,15,1
"815","IDENT.cloquet","C","B3",2,"ACSA_PIGL",2,15,15,1
"816","IDENT.cloquet","C","B3",2,"ACSA_PIGL",3,15,15,1
"817","IDENT.cloquet","C","B3",2,"ACSA_PIGL",4,15,15,1
"818","IDENT.cloquet","C","B3",2,"ACSA_PIGL",5,46,47,0.978723404255319
"819","IDENT.cloquet","C","B4",1,"PISY",0,49,49,1
"820","IDENT.cloquet","C","B4",1,"PISY",1,5,5,1
"821","IDENT.cloquet","C","B4",1,"PISY",2,5,5,1
"822","IDENT.cloquet","C","B4",1,"PISY",3,5,5,1
"823","IDENT.cloquet","C","B4",1,"PISY",4,5,5,1
"824","IDENT.cloquet","C","B4",1,"PISY",5,47,49,0.959183673469388
"825","IDENT.cloquet","C","B5",2,"LADE_PIGL",0,49,49,1
"826","IDENT.cloquet","C","B5",2,"LADE_PIGL",1,15,15,1
"827","IDENT.cloquet","C","B5",2,"LADE_PIGL",2,15,15,1
"828","IDENT.cloquet","C","B5",2,"LADE_PIGL",3,15,15,1
"829","IDENT.cloquet","C","B5",2,"LADE_PIGL",4,15,15,1
"830","IDENT.cloquet","C","B5",2,"LADE_PIGL",5,46,49,0.938775510204082
"831","IDENT.cloquet","C","B6",2,"LALA-QURU",0,49,49,1
"832","IDENT.cloquet","C","B6",2,"LALA-QURU",1,15,15,1
"833","IDENT.cloquet","C","B6",2,"LALA-QURU",2,15,15,1
"834","IDENT.cloquet","C","B6",2,"LALA-QURU",3,15,15,1
"835","IDENT.cloquet","C","B6",2,"LALA-QURU",4,12,15,0.8
"836","IDENT.cloquet","C","B6",2,"LALA-QURU",5,40,48,0.833333333333333
"837","IDENT.cloquet","C","B7",6,"ACSA_BEPA_QURU_LADE_PIAB_PISY",0,49,49,1
"838","IDENT.cloquet","C","B7",6,"ACSA_BEPA_QURU_LADE_PIAB_PISY",1,25,25,1
"839","IDENT.cloquet","C","B7",6,"ACSA_BEPA_QURU_LADE_PIAB_PISY",2,25,25,1
"840","IDENT.cloquet","C","B7",6,"ACSA_BEPA_QURU_LADE_PIAB_PISY",3,25,25,1
"841","IDENT.cloquet","C","B7",6,"ACSA_BEPA_QURU_LADE_PIAB_PISY",4,24,25,0.96
"842","IDENT.cloquet","C","B7",6,"ACSA_BEPA_QURU_LADE_PIAB_PISY",5,46,48,0.958333333333333
"843","IDENT.cloquet","C","B8",1,"ACSA",0,49,49,1
"844","IDENT.cloquet","C","B8",1,"ACSA",1,5,5,1
"845","IDENT.cloquet","C","B8",1,"ACSA",2,5,5,1
"846","IDENT.cloquet","C","B8",1,"ACSA",3,5,5,1
"847","IDENT.cloquet","C","B8",1,"ACSA",4,4,5,0.8
"848","IDENT.cloquet","C","B8",1,"ACSA",5,46,48,0.958333333333333
"849","IDENT.cloquet","C","C1",1,"LALA",0,49,49,1
"850","IDENT.cloquet","C","C1",1,"LALA",1,5,5,1
"851","IDENT.cloquet","C","C1",1,"LALA",2,5,5,1
"852","IDENT.cloquet","C","C1",1,"LALA",3,4,5,0.8
"853","IDENT.cloquet","C","C1",1,"LALA",4,4,5,0.8
"854","IDENT.cloquet","C","C1",1,"LALA",5,42,48,0.875
"855","IDENT.cloquet","C","C2",2,"LALA_PIST",0,49,49,1
"856","IDENT.cloquet","C","C2",2,"LALA_PIST",1,15,15,1
"857","IDENT.cloquet","C","C2",2,"LALA_PIST",2,15,15,1
"858","IDENT.cloquet","C","C2",2,"LALA_PIST",3,15,15,1
"859","IDENT.cloquet","C","C2",2,"LALA_PIST",4,15,15,1
"860","IDENT.cloquet","C","C2",2,"LALA_PIST",5,44,48,0.916666666666667
"861","IDENT.cloquet","C","C3",1,"PIST",0,49,49,1
"862","IDENT.cloquet","C","C3",1,"PIST",1,5,5,1
"863","IDENT.cloquet","C","C3",1,"PIST",2,5,5,1
"864","IDENT.cloquet","C","C3",1,"PIST",3,5,5,1
"865","IDENT.cloquet","C","C3",1,"PIST",4,4,5,0.8
"866","IDENT.cloquet","C","C3",1,"PIST",5,48,49,0.979591836734694
"867","IDENT.cloquet","C","C4",6,"ACSA_BEPA_QURU_LALA_PIGL_PIST",0,49,49,1
"868","IDENT.cloquet","C","C4",6,"ACSA_BEPA_QURU_LALA_PIGL_PIST",1,25,25,1
"869","IDENT.cloquet","C","C4",6,"ACSA_BEPA_QURU_LALA_PIGL_PIST",2,25,25,1
"870","IDENT.cloquet","C","C4",6,"ACSA_BEPA_QURU_LALA_PIGL_PIST",3,25,25,1
"871","IDENT.cloquet","C","C4",6,"ACSA_BEPA_QURU_LALA_PIGL_PIST",4,24,25,0.96
"872","IDENT.cloquet","C","C4",6,"ACSA_BEPA_QURU_LALA_PIGL_PIST",5,43,49,0.877551020408163
"873","IDENT.cloquet","C","C5",2,"BEPE_LALA",0,49,49,1
"874","IDENT.cloquet","C","C5",2,"BEPE_LALA",1,15,15,1
"875","IDENT.cloquet","C","C5",2,"BEPE_LALA",2,15,15,1
"876","IDENT.cloquet","C","C5",2,"BEPE_LALA",3,15,15,1
"877","IDENT.cloquet","C","C5",2,"BEPE_LALA",4,14,15,0.933333333333333
"878","IDENT.cloquet","C","C5",2,"BEPE_LALA",5,46,48,0.958333333333333
"879","IDENT.cloquet","C","C6",1,"PIAB",0,49,49,1
"880","IDENT.cloquet","C","C6",1,"PIAB",1,5,5,1
"881","IDENT.cloquet","C","C6",1,"PIAB",2,5,5,1
"882","IDENT.cloquet","C","C6",1,"PIAB",3,5,5,1
"883","IDENT.cloquet","C","C6",1,"PIAB",4,5,5,1
"884","IDENT.cloquet","C","C6",1,"PIAB",5,45,48,0.9375
"885","IDENT.cloquet","C","C7",2,"LALA_PISY",0,49,49,1
"886","IDENT.cloquet","C","C7",2,"LALA_PISY",1,15,15,1
"887","IDENT.cloquet","C","C7",2,"LALA_PISY",2,15,15,1
"888","IDENT.cloquet","C","C7",2,"LALA_PISY",3,15,15,1
"889","IDENT.cloquet","C","C7",2,"LALA_PISY",4,13,15,0.866666666666667
"890","IDENT.cloquet","C","C7",2,"LALA_PISY",5,42,47,0.893617021276596
"891","IDENT.cloquet","C","C8",2,"ACPL_PIAB",0,49,49,1
"892","IDENT.cloquet","C","C8",2,"ACPL_PIAB",1,15,15,1
"893","IDENT.cloquet","C","C8",2,"ACPL_PIAB",2,15,15,1
"894","IDENT.cloquet","C","C8",2,"ACPL_PIAB",3,15,15,1
"895","IDENT.cloquet","C","C8",2,"ACPL_PIAB",4,15,15,1
"896","IDENT.cloquet","C","C8",2,"ACPL_PIAB",5,49,49,1
"897","IDENT.cloquet","C","D1",2,"BEPA_PIST",0,49,49,1
"898","IDENT.cloquet","C","D1",2,"BEPA_PIST",1,15,15,1
"899","IDENT.cloquet","C","D1",2,"BEPA_PIST",2,15,15,1
"900","IDENT.cloquet","C","D1",2,"BEPA_PIST",3,15,15,1
"901","IDENT.cloquet","C","D1",2,"BEPA_PIST",4,15,15,1
"902","IDENT.cloquet","C","D1",2,"BEPA_PIST",5,48,49,0.979591836734694
"903","IDENT.cloquet","C","D2",1,"LADE",0,49,49,1
"904","IDENT.cloquet","C","D2",1,"LADE",1,5,5,1
"905","IDENT.cloquet","C","D2",1,"LADE",2,5,5,1
"906","IDENT.cloquet","C","D2",1,"LADE",3,5,5,1
"907","IDENT.cloquet","C","D2",1,"LADE",4,5,5,1
"908","IDENT.cloquet","C","D2",1,"LADE",5,48,48,1
"909","IDENT.cloquet","C","D3",2,"ACSA-BEPA",0,49,49,1
"910","IDENT.cloquet","C","D3",2,"ACSA-BEPA",1,15,15,1
"911","IDENT.cloquet","C","D3",2,"ACSA-BEPA",2,15,15,1
"912","IDENT.cloquet","C","D3",2,"ACSA-BEPA",3,15,15,1
"913","IDENT.cloquet","C","D3",2,"ACSA-BEPA",4,15,15,1
"914","IDENT.cloquet","C","D3",2,"ACSA-BEPA",5,49,49,1
"915","IDENT.cloquet","C","D4",2,"BEPA-QURU",0,49,49,1
"916","IDENT.cloquet","C","D4",2,"BEPA-QURU",1,15,15,1
"917","IDENT.cloquet","C","D4",2,"BEPA-QURU",2,15,15,1
"918","IDENT.cloquet","C","D4",2,"BEPA-QURU",3,14,15,0.933333333333333
"919","IDENT.cloquet","C","D4",2,"BEPA-QURU",4,14,15,0.933333333333333
"920","IDENT.cloquet","C","D4",2,"BEPA-QURU",5,44,48,0.916666666666667
"921","IDENT.cloquet","C","D5",2,"PIGL-PIST",0,49,49,1
"922","IDENT.cloquet","C","D5",2,"PIGL-PIST",1,15,15,1
"923","IDENT.cloquet","C","D5",2,"PIGL-PIST",2,15,15,1
"924","IDENT.cloquet","C","D5",2,"PIGL-PIST",3,15,15,1
"925","IDENT.cloquet","C","D5",2,"PIGL-PIST",4,15,15,1
"926","IDENT.cloquet","C","D5",2,"PIGL-PIST",5,49,49,1
"927","IDENT.cloquet","C","D6",2,"LADE-QURO",0,49,49,1
"928","IDENT.cloquet","C","D6",2,"LADE-QURO",1,15,15,1
"929","IDENT.cloquet","C","D6",2,"LADE-QURO",2,15,15,1
"930","IDENT.cloquet","C","D6",2,"LADE-QURO",3,14,15,0.933333333333333
"931","IDENT.cloquet","C","D6",2,"LADE-QURO",4,11,15,0.733333333333333
"932","IDENT.cloquet","C","D6",2,"LADE-QURO",5,40,46,0.869565217391304
"933","IDENT.cloquet","C","D7",2,"LADE-QURU",0,49,49,1
"934","IDENT.cloquet","C","D7",2,"LADE-QURU",1,15,15,1
"935","IDENT.cloquet","C","D7",2,"LADE-QURU",2,15,15,1
"936","IDENT.cloquet","C","D7",2,"LADE-QURU",3,15,15,1
"937","IDENT.cloquet","C","D7",2,"LADE-QURU",4,15,15,1
"938","IDENT.cloquet","C","D7",2,"LADE-QURU",5,44,49,0.897959183673469
"939","IDENT.cloquet","C","D8",1,"BEPA",0,49,49,1
"940","IDENT.cloquet","C","D8",1,"BEPA",1,5,5,1
"941","IDENT.cloquet","C","D8",1,"BEPA",2,5,5,1
"942","IDENT.cloquet","C","D8",1,"BEPA",3,5,5,1
"943","IDENT.cloquet","C","D8",1,"BEPA",4,5,5,1
"944","IDENT.cloquet","C","D8",1,"BEPA",5,49,49,1
"945","IDENT.cloquet","C","E1",1,"PIGL",0,49,49,1
"946","IDENT.cloquet","C","E1",1,"PIGL",1,5,5,1
"947","IDENT.cloquet","C","E1",1,"PIGL",2,5,5,1
"948","IDENT.cloquet","C","E1",1,"PIGL",3,5,5,1
"949","IDENT.cloquet","C","E1",1,"PIGL",4,5,5,1
"950","IDENT.cloquet","C","E1",1,"PIGL",5,39,49,0.795918367346939
"951","IDENT.cloquet","C","E2",2,"ACPL-BEPE",0,49,49,1
"952","IDENT.cloquet","C","E2",2,"ACPL-BEPE",1,15,15,1
"953","IDENT.cloquet","C","E2",2,"ACPL-BEPE",2,15,15,1
"954","IDENT.cloquet","C","E2",2,"ACPL-BEPE",3,15,15,1
"955","IDENT.cloquet","C","E2",2,"ACPL-BEPE",4,14,15,0.933333333333333
"956","IDENT.cloquet","C","E2",2,"ACPL-BEPE",5,47,48,0.979166666666667
"957","IDENT.cloquet","C","E3",2,"BEPA-BEPE",0,49,49,1
"958","IDENT.cloquet","C","E3",2,"BEPA-BEPE",1,15,15,1
"959","IDENT.cloquet","C","E3",2,"BEPA-BEPE",2,15,15,1
"960","IDENT.cloquet","C","E3",2,"BEPA-BEPE",3,15,15,1
"961","IDENT.cloquet","C","E3",2,"BEPA-BEPE",4,15,15,1
"962","IDENT.cloquet","C","E3",2,"BEPA-BEPE",5,49,49,1
"963","IDENT.cloquet","C","E4",2,"ACSA_PIAB",0,49,49,1
"964","IDENT.cloquet","C","E4",2,"ACSA_PIAB",1,15,15,1
"965","IDENT.cloquet","C","E4",2,"ACSA_PIAB",2,15,15,1
"966","IDENT.cloquet","C","E4",2,"ACSA_PIAB",3,15,15,1
"967","IDENT.cloquet","C","E4",2,"ACSA_PIAB",4,15,15,1
"968","IDENT.cloquet","C","E4",2,"ACSA_PIAB",5,49,49,1
"969","IDENT.cloquet","C","E5",2,"LADE_PISY",0,49,49,1
"970","IDENT.cloquet","C","E5",2,"LADE_PISY",1,15,15,1
"971","IDENT.cloquet","C","E5",2,"LADE_PISY",2,15,15,1
"972","IDENT.cloquet","C","E5",2,"LADE_PISY",3,15,15,1
"973","IDENT.cloquet","C","E5",2,"LADE_PISY",4,13,15,0.866666666666667
"974","IDENT.cloquet","C","E5",2,"LADE_PISY",5,38,46,0.826086956521739
"975","IDENT.cloquet","C","E6",2,"PIST-PISY",0,49,49,1
"976","IDENT.cloquet","C","E6",2,"PIST-PISY",1,15,15,1
"977","IDENT.cloquet","C","E6",2,"PIST-PISY",2,15,15,1
"978","IDENT.cloquet","C","E6",2,"PIST-PISY",3,15,15,1
"979","IDENT.cloquet","C","E6",2,"PIST-PISY",4,15,15,1
"980","IDENT.cloquet","C","E6",2,"PIST-PISY",5,46,48,0.958333333333333
"981","IDENT.cloquet","C","E7",1,"QURU",0,49,49,1
"982","IDENT.cloquet","C","E7",1,"QURU",1,5,5,1
"983","IDENT.cloquet","C","E7",1,"QURU",2,5,5,1
"984","IDENT.cloquet","C","E7",1,"QURU",3,5,5,1
"985","IDENT.cloquet","C","E7",1,"QURU",4,5,5,1
"986","IDENT.cloquet","C","E7",1,"QURU",5,49,49,1
"987","IDENT.cloquet","C","E8",2,"PIAB_PIGL",0,49,49,1
"988","IDENT.cloquet","C","E8",2,"PIAB_PIGL",1,15,15,1
"989","IDENT.cloquet","C","E8",2,"PIAB_PIGL",2,15,15,1
"990","IDENT.cloquet","C","E8",2,"PIAB_PIGL",3,15,15,1
"991","IDENT.cloquet","C","E8",2,"PIAB_PIGL",4,15,15,1
"992","IDENT.cloquet","C","E8",2,"PIAB_PIGL",5,46,48,0.958333333333333
"993","IDENT.cloquet","C","F1",2,"LADE_LALA",0,49,49,1
"994","IDENT.cloquet","C","F1",2,"LADE_LALA",1,13,15,0.866666666666667
"995","IDENT.cloquet","C","F1",2,"LADE_LALA",2,15,15,1
"996","IDENT.cloquet","C","F1",2,"LADE_LALA",3,14,15,0.933333333333333
"997","IDENT.cloquet","C","F1",2,"LADE_LALA",4,13,15,0.866666666666667
"998","IDENT.cloquet","C","F1",2,"LADE_LALA",5,42,48,0.875
"999","IDENT.cloquet","C","F2",3,"ACPL_ACSA",0,49,49,1
"1000","IDENT.cloquet","C","F2",3,"ACPL_ACSA",1,15,15,1
"1001","IDENT.cloquet","C","F2",3,"ACPL_ACSA",2,15,15,1
"1002","IDENT.cloquet","C","F2",3,"ACPL_ACSA",3,15,15,1
"1003","IDENT.cloquet","C","F2",3,"ACPL_ACSA",4,15,15,1
"1004","IDENT.cloquet","C","F2",3,"ACPL_ACSA",5,49,49,1
"1005","IDENT.cloquet","C","F3",2,"BEPE_PISY",0,49,49,1
"1006","IDENT.cloquet","C","F3",2,"BEPE_PISY",1,15,15,1
"1007","IDENT.cloquet","C","F3",2,"BEPE_PISY",2,15,15,1
"1008","IDENT.cloquet","C","F3",2,"BEPE_PISY",3,15,15,1
"1009","IDENT.cloquet","C","F3",2,"BEPE_PISY",4,15,15,1
"1010","IDENT.cloquet","C","F3",2,"BEPE_PISY",5,47,48,0.979166666666667
"1011","IDENT.cloquet","C","F4",1,"BEPE",0,49,49,1
"1012","IDENT.cloquet","C","F4",1,"BEPE",1,5,5,1
"1013","IDENT.cloquet","C","F4",1,"BEPE",2,5,5,1
"1014","IDENT.cloquet","C","F4",1,"BEPE",3,5,5,1
"1015","IDENT.cloquet","C","F4",1,"BEPE",4,5,5,1
"1016","IDENT.cloquet","C","F4",1,"BEPE",5,49,49,1
"1017","IDENT.cloquet","C","F5",2,"PIAB-PIST",0,49,49,1
"1018","IDENT.cloquet","C","F5",2,"PIAB-PIST",1,15,15,1
"1019","IDENT.cloquet","C","F5",2,"PIAB-PIST",2,15,15,1
"1020","IDENT.cloquet","C","F5",2,"PIAB-PIST",3,15,15,1
"1021","IDENT.cloquet","C","F5",2,"PIAB-PIST",4,15,15,1
"1022","IDENT.cloquet","C","F5",2,"PIAB-PIST",5,46,49,0.938775510204082
"1023","IDENT.cloquet","C","F6",1,"ACPL",0,49,49,1
"1024","IDENT.cloquet","C","F6",1,"ACPL",1,5,5,1
"1025","IDENT.cloquet","C","F6",1,"ACPL",2,5,5,1
"1026","IDENT.cloquet","C","F6",1,"ACPL",3,5,5,1
"1027","IDENT.cloquet","C","F6",1,"ACPL",4,5,5,1
"1028","IDENT.cloquet","C","F6",1,"ACPL",5,49,49,1
"1029","IDENT.cloquet","C","F7",1,"QURO",0,49,49,1
"1030","IDENT.cloquet","C","F7",1,"QURO",1,5,5,1
"1031","IDENT.cloquet","C","F7",1,"QURO",2,5,5,1
"1032","IDENT.cloquet","C","F7",1,"QURO",3,5,5,1
"1033","IDENT.cloquet","C","F7",1,"QURO",4,5,5,1
"1034","IDENT.cloquet","C","F7",1,"QURO",5,49,49,1
"1035","IDENT.cloquet","C","F8",2,"PIGL-QURO",0,49,49,1
"1036","IDENT.cloquet","C","F8",2,"PIGL-QURO",1,15,15,1
"1037","IDENT.cloquet","C","F8",2,"PIGL-QURO",2,15,15,1
"1038","IDENT.cloquet","C","F8",2,"PIGL-QURO",3,15,15,1
"1039","IDENT.cloquet","C","F8",2,"PIGL-QURO",4,15,15,1
"1040","IDENT.cloquet","C","F8",2,"PIGL-QURO",5,46,47,0.978723404255319
"1041","IDENT.cloquet","D","A1",2,"ACPL_ACSA",0,49,49,1
"1042","IDENT.cloquet","D","A1",2,"ACPL_ACSA",1,15,15,1
"1043","IDENT.cloquet","D","A1",2,"ACPL_ACSA",2,15,15,1
"1044","IDENT.cloquet","D","A1",2,"ACPL_ACSA",3,15,15,1
"1045","IDENT.cloquet","D","A1",2,"ACPL_ACSA",4,15,15,1
"1046","IDENT.cloquet","D","A1",2,"ACPL_ACSA",5,48,48,1
"1047","IDENT.cloquet","D","A2",2,"QURO_QURU",0,49,49,1
"1048","IDENT.cloquet","D","A2",2,"QURO_QURU",1,15,15,1
"1049","IDENT.cloquet","D","A2",2,"QURO_QURU",2,15,15,1
"1050","IDENT.cloquet","D","A2",2,"QURO_QURU",3,15,15,1
"1051","IDENT.cloquet","D","A2",2,"QURO_QURU",4,15,15,1
"1052","IDENT.cloquet","D","A2",2,"QURO_QURU",5,48,49,0.979591836734694
"1053","IDENT.cloquet","D","A3",2,"ACPL-BEPE",0,49,49,1
"1054","IDENT.cloquet","D","A3",2,"ACPL-BEPE",1,15,15,1
"1055","IDENT.cloquet","D","A3",2,"ACPL-BEPE",2,15,15,1
"1056","IDENT.cloquet","D","A3",2,"ACPL-BEPE",3,14,15,0.933333333333333
"1057","IDENT.cloquet","D","A3",2,"ACPL-BEPE",4,14,15,0.933333333333333
"1058","IDENT.cloquet","D","A3",2,"ACPL-BEPE",5,49,49,1
"1059","IDENT.cloquet","D","A4",2,"ACSA_PIGL",0,49,49,1
"1060","IDENT.cloquet","D","A4",2,"ACSA_PIGL",1,15,15,1
"1061","IDENT.cloquet","D","A4",2,"ACSA_PIGL",2,15,15,1
"1062","IDENT.cloquet","D","A4",2,"ACSA_PIGL",3,15,15,1
"1063","IDENT.cloquet","D","A4",2,"ACSA_PIGL",4,15,15,1
"1064","IDENT.cloquet","D","A4",2,"ACSA_PIGL",5,46,49,0.938775510204082
"1065","IDENT.cloquet","D","A5",2,"BEPA-QURU",0,49,49,1
"1066","IDENT.cloquet","D","A5",2,"BEPA-QURU",1,15,15,1
"1067","IDENT.cloquet","D","A5",2,"BEPA-QURU",2,15,15,1
"1068","IDENT.cloquet","D","A5",2,"BEPA-QURU",3,15,15,1
"1069","IDENT.cloquet","D","A5",2,"BEPA-QURU",4,15,15,1
"1070","IDENT.cloquet","D","A5",2,"BEPA-QURU",5,46,47,0.978723404255319
"1071","IDENT.cloquet","D","A6",1,"QURU",0,49,49,1
"1072","IDENT.cloquet","D","A6",1,"QURU",1,5,5,1
"1073","IDENT.cloquet","D","A6",1,"QURU",2,5,5,1
"1074","IDENT.cloquet","D","A6",1,"QURU",3,4,5,0.8
"1075","IDENT.cloquet","D","A6",1,"QURU",4,4,5,0.8
"1076","IDENT.cloquet","D","A6",1,"QURU",5,48,48,1
"1077","IDENT.cloquet","D","A7",2,"PIGL-PIST",0,49,49,1
"1078","IDENT.cloquet","D","A7",2,"PIGL-PIST",1,15,15,1
"1079","IDENT.cloquet","D","A7",2,"PIGL-PIST",2,15,15,1
"1080","IDENT.cloquet","D","A7",2,"PIGL-PIST",3,15,15,1
"1081","IDENT.cloquet","D","A7",2,"PIGL-PIST",4,14,15,0.933333333333333
"1082","IDENT.cloquet","D","A7",2,"PIGL-PIST",5,47,48,0.979166666666667
"1083","IDENT.cloquet","D","A8",1,"BEPE",0,49,49,1
"1084","IDENT.cloquet","D","A8",1,"BEPE",1,5,5,1
"1085","IDENT.cloquet","D","A8",1,"BEPE",2,5,5,1
"1086","IDENT.cloquet","D","A8",1,"BEPE",3,5,5,1
"1087","IDENT.cloquet","D","A8",1,"BEPE",4,5,5,1
"1088","IDENT.cloquet","D","A8",1,"BEPE",5,47,47,1
"1089","IDENT.cloquet","D","B1",1,"LALA",0,49,49,1
"1090","IDENT.cloquet","D","B1",1,"LALA",1,5,5,1
"1091","IDENT.cloquet","D","B1",1,"LALA",2,5,5,1
"1092","IDENT.cloquet","D","B1",1,"LALA",3,5,5,1
"1093","IDENT.cloquet","D","B1",1,"LALA",4,5,5,1
"1094","IDENT.cloquet","D","B1",1,"LALA",5,46,49,0.938775510204082
"1095","IDENT.cloquet","D","B2",2,"LADE_PISY",0,49,49,1
"1096","IDENT.cloquet","D","B2",2,"LADE_PISY",1,15,15,1
"1097","IDENT.cloquet","D","B2",2,"LADE_PISY",2,15,15,1
"1098","IDENT.cloquet","D","B2",2,"LADE_PISY",3,15,15,1
"1099","IDENT.cloquet","D","B2",2,"LADE_PISY",4,12,15,0.8
"1100","IDENT.cloquet","D","B2",2,"LADE_PISY",5,44,49,0.897959183673469
"1101","IDENT.cloquet","D","B3",2,"LADE-QURO",0,49,49,1
"1102","IDENT.cloquet","D","B3",2,"LADE-QURO",1,15,15,1
"1103","IDENT.cloquet","D","B3",2,"LADE-QURO",2,15,15,1
"1104","IDENT.cloquet","D","B3",2,"LADE-QURO",3,15,15,1
"1105","IDENT.cloquet","D","B3",2,"LADE-QURO",4,15,15,1
"1106","IDENT.cloquet","D","B3",2,"LADE-QURO",5,46,48,0.958333333333333
"1107","IDENT.cloquet","D","B4",1,"LADE",0,49,49,1
"1108","IDENT.cloquet","D","B4",1,"LADE",1,5,5,1
"1109","IDENT.cloquet","D","B4",1,"LADE",2,5,5,1
"1110","IDENT.cloquet","D","B4",1,"LADE",3,5,5,1
"1111","IDENT.cloquet","D","B4",1,"LADE",4,5,5,1
"1112","IDENT.cloquet","D","B4",1,"LADE",5,44,49,0.897959183673469
"1113","IDENT.cloquet","D","B5",2,"BEPA_PIST",0,49,49,1
"1114","IDENT.cloquet","D","B5",2,"BEPA_PIST",1,15,15,1
"1115","IDENT.cloquet","D","B5",2,"BEPA_PIST",2,15,15,1
"1116","IDENT.cloquet","D","B5",2,"BEPA_PIST",3,15,15,1
"1117","IDENT.cloquet","D","B5",2,"BEPA_PIST",4,15,15,1
"1118","IDENT.cloquet","D","B5",2,"BEPA_PIST",5,49,49,1
"1119","IDENT.cloquet","D","B6",2,"ACSA-BEPA",0,49,49,1
"1120","IDENT.cloquet","D","B6",2,"ACSA-BEPA",1,15,15,1
"1121","IDENT.cloquet","D","B6",2,"ACSA-BEPA",2,15,15,1
"1122","IDENT.cloquet","D","B6",2,"ACSA-BEPA",3,15,15,1
"1123","IDENT.cloquet","D","B6",2,"ACSA-BEPA",4,15,15,1
"1124","IDENT.cloquet","D","B6",2,"ACSA-BEPA",5,49,49,1
"1125","IDENT.cloquet","D","B7",1,"BEPA",0,49,49,1
"1126","IDENT.cloquet","D","B7",1,"BEPA",1,5,5,1
"1127","IDENT.cloquet","D","B7",1,"BEPA",2,5,5,1
"1128","IDENT.cloquet","D","B7",1,"BEPA",3,5,5,1
"1129","IDENT.cloquet","D","B7",1,"BEPA",4,5,5,1
"1130","IDENT.cloquet","D","B7",1,"BEPA",5,48,48,1
"1131","IDENT.cloquet","D","B8",2,"BEPE_LALA",0,49,49,1
"1132","IDENT.cloquet","D","B8",2,"BEPE_LALA",1,15,15,1
"1133","IDENT.cloquet","D","B8",2,"BEPE_LALA",2,15,15,1
"1134","IDENT.cloquet","D","B8",2,"BEPE_LALA",3,15,15,1
"1135","IDENT.cloquet","D","B8",2,"BEPE_LALA",4,15,15,1
"1136","IDENT.cloquet","D","B8",2,"BEPE_LALA",5,46,48,0.958333333333333
"1137","IDENT.cloquet","D","C1",2,"BEPE-QURO",0,49,49,1
"1138","IDENT.cloquet","D","C1",2,"BEPE-QURO",1,15,15,1
"1139","IDENT.cloquet","D","C1",2,"BEPE-QURO",2,15,15,1
"1140","IDENT.cloquet","D","C1",2,"BEPE-QURO",3,15,15,1
"1141","IDENT.cloquet","D","C1",2,"BEPE-QURO",4,15,15,1
"1142","IDENT.cloquet","D","C1",2,"BEPE-QURO",5,49,49,1
"1143","IDENT.cloquet","D","C2",3,"ACSA_PIGL",0,49,49,1
"1144","IDENT.cloquet","D","C2",3,"ACSA_PIGL",1,15,15,1
"1145","IDENT.cloquet","D","C2",3,"ACSA_PIGL",2,15,15,1
"1146","IDENT.cloquet","D","C2",3,"ACSA_PIGL",3,15,15,1
"1147","IDENT.cloquet","D","C2",3,"ACSA_PIGL",4,15,15,1
"1148","IDENT.cloquet","D","C2",3,"ACSA_PIGL",5,48,48,1
"1149","IDENT.cloquet","D","C3",1,"PIAB",0,49,49,1
"1150","IDENT.cloquet","D","C3",1,"PIAB",1,5,5,1
"1151","IDENT.cloquet","D","C3",1,"PIAB",2,5,5,1
"1152","IDENT.cloquet","D","C3",1,"PIAB",3,5,5,1
"1153","IDENT.cloquet","D","C3",1,"PIAB",4,5,5,1
"1154","IDENT.cloquet","D","C3",1,"PIAB",5,49,49,1
"1155","IDENT.cloquet","D","C4",2,"BEPA-BEPE",0,49,49,1
"1156","IDENT.cloquet","D","C4",2,"BEPA-BEPE",1,15,15,1
"1157","IDENT.cloquet","D","C4",2,"BEPA-BEPE",2,15,15,1
"1158","IDENT.cloquet","D","C4",2,"BEPA-BEPE",3,14,15,0.933333333333333
"1159","IDENT.cloquet","D","C4",2,"BEPA-BEPE",4,14,15,0.933333333333333
"1160","IDENT.cloquet","D","C4",2,"BEPA-BEPE",5,47,47,1
"1161","IDENT.cloquet","D","C5",1,"PIST",0,49,49,1
"1162","IDENT.cloquet","D","C5",1,"PIST",1,5,5,1
