"","Site","Actual_evaporation","Soil_moisture_root","Timestamp","Year","Month","Day","Date","Time"
"1","BangorDIVERSE",6.4243950843811,0.401888221502304,"1980.01.16",1980,1,16,1980-01-16,3667
"2","BangorDIVERSE",16.2355499267578,0.415347218513489,"1980.02.15",1980,2,15,1980-02-15,3697
"3","BangorDIVERSE",28.8772354125977,0.413919359445572,"1980.03.16",1980,3,16,1980-03-16,3727
"4","BangorDIVERSE",51.7902870178223,0.398859113454819,"1980.04.15",1980,4,15,1980-04-15,3757
"5","BangorDIVERSE",86.4108047485352,0.357913345098495,"1980.05.16",1980,5,16,1980-05-16,3788
"6","BangorDIVERSE",81.2688446044922,0.366606384515762,"1980.06.15",1980,6,15,1980-06-15,3818
"7","BangorDIVERSE",80.8218154907227,0.369448959827423,"1980.07.16",1980,7,16,1980-07-16,3849
"8","BangorDIVERSE",64.7632446289062,0.390013724565506,"1980.08.16",1980,8,16,1980-08-16,3880
"9","BangorDIVERSE",42.0549964904785,0.400458335876465,"1980.09.15",1980,9,15,1980-09-15,3910
"10","BangorDIVERSE",19.2051868438721,0.412151247262955,"1980.10.16",1980,10,16,1980-10-16,3941
"11","BangorDIVERSE",7.58917427062988,0.414592176675797,"1980.11.15",1980,11,15,1980-11-15,3971
"12","BangorDIVERSE",6.84621715545654,0.414741814136505,"1980.12.16",1980,12,16,1980-12-16,4002
"13","BangorDIVERSE",5.12332153320312,0.413310796022415,"1981.01.16",1981,1,16,1981-01-16,4033
"14","BangorDIVERSE",9.41439533233643,0.411990910768509,"1981.02.14",1981,2,14,1981-02-14,4062
"15","BangorDIVERSE",36.246753692627,0.414904952049255,"1981.03.16",1981,3,16,1981-03-16,4092
"16","BangorDIVERSE",52.515941619873,0.397845715284348,"1981.04.15",1981,4,15,1981-04-15,4122
"17","BangorDIVERSE",74.1854553222656,0.408159971237183,"1981.05.16",1981,5,16,1981-05-16,4153
"18","BangorDIVERSE",77.8175048828125,0.405408084392548,"1981.06.15",1981,6,15,1981-06-15,4183
"19","BangorDIVERSE",82.5681076049805,0.377107799053192,"1981.07.16",1981,7,16,1981-07-16,4214
"20","BangorDIVERSE",69.5039138793945,0.3636754155159,"1981.08.16",1981,8,16,1981-08-16,4245
"21","BangorDIVERSE",44.5407066345215,0.375638514757156,"1981.09.15",1981,9,15,1981-09-15,4275
"22","BangorDIVERSE",23.1926288604736,0.416119754314423,"1981.10.16",1981,10,16,1981-10-16,4306
"23","BangorDIVERSE",7.71933889389038,0.414374709129333,"1981.11.15",1981,11,15,1981-11-15,4336
"24","BangorDIVERSE",4.34397745132446,0.41372486948967,"1981.12.16",1981,12,16,1981-12-16,4367
"25","BangorDIVERSE",5.40464019775391,0.412856996059418,"1982.01.16",1982,1,16,1982-01-16,4398
"26","BangorDIVERSE",10.8579378128052,0.413385063409805,"1982.02.14",1982,2,14,1982-02-14,4427
"27","BangorDIVERSE",30.893913269043,0.412617772817612,"1982.03.16",1982,3,16,1982-03-16,4457
"28","BangorDIVERSE",54.3697242736816,0.399709582328796,"1982.04.15",1982,4,15,1982-04-15,4487
"29","BangorDIVERSE",75.6810073852539,0.379861891269684,"1982.05.16",1982,5,16,1982-05-16,4518
"30","BangorDIVERSE",86.1743698120117,0.375304192304611,"1982.06.15",1982,6,15,1982-06-15,4548
"31","BangorDIVERSE",87.6456527709961,0.382478713989258,"1982.07.16",1982,7,16,1982-07-16,4579
"32","BangorDIVERSE",66.4453125,0.380172848701477,"1982.08.16",1982,8,16,1982-08-16,4610
"33","BangorDIVERSE",42.1463851928711,0.398682713508606,"1982.09.15",1982,9,15,1982-09-15,4640
"34","BangorDIVERSE",17.4679565429688,0.414759755134583,"1982.10.16",1982,10,16,1982-10-16,4671
"35","BangorDIVERSE",11.1400537490845,0.417766898870468,"1982.11.15",1982,11,15,1982-11-15,4701
"36","BangorDIVERSE",4.58448505401611,0.41453292965889,"1982.12.16",1982,12,16,1982-12-16,4732
"37","BangorDIVERSE",5.27185726165771,0.414736062288284,"1983.01.16",1983,1,16,1983-01-16,4763
"38","BangorDIVERSE",5.1181492805481,0.411992013454437,"1983.02.14",1983,2,14,1983-02-14,4792
"39","BangorDIVERSE",24.6565704345703,0.413308769464493,"1983.03.16",1983,3,16,1983-03-16,4822
"40","BangorDIVERSE",50.9013748168945,0.411601603031158,"1983.04.15",1983,4,15,1983-04-15,4852
"41","BangorDIVERSE",67.6398620605469,0.408955544233322,"1983.05.16",1983,5,16,1983-05-16,4883
"42","BangorDIVERSE",83.0068969726562,0.395129382610321,"1983.06.15",1983,6,15,1983-06-15,4913
"43","BangorDIVERSE",108.409645080566,0.342873573303223,"1983.07.16",1983,7,16,1983-07-16,4944
"44","BangorDIVERSE",74.7649078369141,0.320092231035233,"1983.08.16",1983,8,16,1983-08-16,4975
"45","BangorDIVERSE",39.044376373291,0.394935965538025,"1983.09.15",1983,9,15,1983-09-15,5005
"46","BangorDIVERSE",17.1847629547119,0.412366688251495,"1983.10.16",1983,10,16,1983-10-16,5036
"47","BangorDIVERSE",3.27970743179321,0.410897195339203,"1983.11.15",1983,11,15,1983-11-15,5066
"48","BangorDIVERSE",8.41839790344238,0.415564030408859,"1983.12.16",1983,12,16,1983-12-16,5097
"49","BangorDIVERSE",8.5371265411377,0.415661782026291,"1984.01.16",1984,1,16,1984-01-16,5128
"50","BangorDIVERSE",9.58117008209229,0.41282719373703,"1984.02.15",1984,2,15,1984-02-15,5158
"51","BangorDIVERSE",27.0280513763428,0.410568803548813,"1984.03.16",1984,3,16,1984-03-16,5188
"52","BangorDIVERSE",58.9516487121582,0.400532990694046,"1984.04.15",1984,4,15,1984-04-15,5218
"53","BangorDIVERSE",79.6639175415039,0.371324419975281,"1984.05.16",1984,5,16,1984-05-16,5249
"54","BangorDIVERSE",84.9730072021484,0.368241012096405,"1984.06.15",1984,6,15,1984-06-15,5279
"55","BangorDIVERSE",95.3293914794922,0.320745229721069,"1984.07.16",1984,7,16,1984-07-16,5310
"56","BangorDIVERSE",79.5823593139648,0.33410781621933,"1984.08.16",1984,8,16,1984-08-16,5341
"57","BangorDIVERSE",45.3426208496094,0.35382404923439,"1984.09.15",1984,9,15,1984-09-15,5371
"58","BangorDIVERSE",21.8362617492676,0.408719480037689,"1984.10.16",1984,10,16,1984-10-16,5402
"59","BangorDIVERSE",12.673171043396,0.416278928518295,"1984.11.15",1984,11,15,1984-11-15,5432
"60","BangorDIVERSE",6.84279918670654,0.415219485759735,"1984.12.16",1984,12,16,1984-12-16,5463
"61","BangorDIVERSE",2.55573868751526,0.412889063358307,"1985.01.16",1985,1,16,1985-01-16,5494
"62","BangorDIVERSE",8.34812450408936,0.411609590053558,"1985.02.14",1985,2,14,1985-02-14,5523
"63","BangorDIVERSE",27.3796119689941,0.411011725664139,"1985.03.16",1985,3,16,1985-03-16,5553
"64","BangorDIVERSE",46.9308853149414,0.408297061920166,"1985.04.15",1985,4,15,1985-04-15,5583
"65","BangorDIVERSE",74.0886154174805,0.404537618160248,"1985.05.16",1985,5,16,1985-05-16,5614
"66","BangorDIVERSE",83.9001846313477,0.404523909091949,"1985.06.15",1985,6,15,1985-06-15,5644
"67","BangorDIVERSE",85.5175399780273,0.401514172554016,"1985.07.16",1985,7,16,1985-07-16,5675
"68","BangorDIVERSE",62.0835609436035,0.412197828292847,"1985.08.16",1985,8,16,1985-08-16,5706
"69","BangorDIVERSE",39.0183868408203,0.410546094179153,"1985.09.15",1985,9,15,1985-09-15,5736
"70","BangorDIVERSE",16.1258087158203,0.408972918987274,"1985.10.16",1985,10,16,1985-10-16,5767
"71","BangorDIVERSE",5.71055126190186,0.414961814880371,"1985.11.15",1985,11,15,1985-11-15,5797
"72","BangorDIVERSE",5.66453647613525,0.415942221879959,"1985.12.16",1985,12,16,1985-12-16,5828
"73","BangorDIVERSE",6.06629133224487,0.416079968214035,"1986.01.16",1986,1,16,1986-01-16,5859
"74","BangorDIVERSE",3.56132626533508,0.40974548459053,"1986.02.14",1986,2,14,1986-02-14,5888
"75","BangorDIVERSE",29.4442920684814,0.411932617425919,"1986.03.16",1986,3,16,1986-03-16,5918
"76","BangorDIVERSE",50.0093231201172,0.410869956016541,"1986.04.15",1986,4,15,1986-04-15,5948
"77","BangorDIVERSE",79.3004302978516,0.407413095235825,"1986.05.16",1986,5,16,1986-05-16,5979
"78","BangorDIVERSE",85.3429107666016,0.402232110500336,"1986.06.15",1986,6,15,1986-06-15,6009
"79","BangorDIVERSE",78.1241226196289,0.38668566942215,"1986.07.16",1986,7,16,1986-07-16,6040
"80","BangorDIVERSE",61.9707489013672,0.403442978858948,"1986.08.16",1986,8,16,1986-08-16,6071
"81","BangorDIVERSE",38.6377449035645,0.395960569381714,"1986.09.15",1986,9,15,1986-09-15,6101
"82","BangorDIVERSE",18.6988887786865,0.395634323358536,"1986.10.16",1986,10,16,1986-10-16,6132
"83","BangorDIVERSE",10.2422647476196,0.417182773351669,"1986.11.15",1986,11,15,1986-11-15,6162
"84","BangorDIVERSE",10.5424432754517,0.417137742042542,"1986.12.16",1986,12,16,1986-12-16,6193
"85","BangorDIVERSE",3.27108716964722,0.411418497562408,"1987.01.16",1987,1,16,1987-01-16,6224
"86","BangorDIVERSE",9.17919063568115,0.412303954362869,"1987.02.14",1987,2,14,1987-02-14,6253
"87","BangorDIVERSE",27.4092197418213,0.413431078195572,"1987.03.16",1987,3,16,1987-03-16,6283
"88","BangorDIVERSE",60.3928642272949,0.405979335308075,"1987.04.15",1987,4,15,1987-04-15,6313
"89","BangorDIVERSE",77.0078735351562,0.374704509973526,"1987.05.16",1987,5,16,1987-05-16,6344
"90","BangorDIVERSE",76.0111389160156,0.396501570940018,"1987.06.15",1987,6,15,1987-06-15,6374
"91","BangorDIVERSE",83.5653686523438,0.391847968101501,"1987.07.16",1987,7,16,1987-07-16,6405
"92","BangorDIVERSE",69.7830810546875,0.404199540615082,"1987.08.16",1987,8,16,1987-08-16,6436
"93","BangorDIVERSE",41.238338470459,0.412128567695618,"1987.09.15",1987,9,15,1987-09-15,6466
"94","BangorDIVERSE",24.9240112304688,0.416510254144669,"1987.10.16",1987,10,16,1987-10-16,6497
"95","BangorDIVERSE",5.95107173919678,0.413559049367905,"1987.11.15",1987,11,15,1987-11-15,6527
"96","BangorDIVERSE",4.73050546646118,0.413667887449265,"1987.12.16",1987,12,16,1987-12-16,6558
"97","BangorDIVERSE",10.0732688903809,0.417079329490662,"1988.01.16",1988,1,16,1988-01-16,6589
"98","BangorDIVERSE",9.80348491668701,0.413572371006012,"1988.02.15",1988,2,15,1988-02-15,6619
"99","BangorDIVERSE",32.0904922485352,0.414412468671799,"1988.03.16",1988,3,16,1988-03-16,6649
"100","BangorDIVERSE",53.6409225463867,0.406152993440628,"1988.04.15",1988,4,15,1988-04-15,6679
"101","BangorDIVERSE",84.5368423461914,0.388908535242081,"1988.05.16",1988,5,16,1988-05-16,6710
"102","BangorDIVERSE",93.8724365234375,0.361739605665207,"1988.06.15",1988,6,15,1988-06-15,6740
"103","BangorDIVERSE",78.3110809326172,0.352096349000931,"1988.07.16",1988,7,16,1988-07-16,6771
"104","BangorDIVERSE",68.0099258422852,0.388487547636032,"1988.08.16",1988,8,16,1988-08-16,6802
"105","BangorDIVERSE",41.1018142700195,0.402185320854187,"1988.09.15",1988,9,15,1988-09-15,6832
"106","BangorDIVERSE",19.1657466888428,0.411663293838501,"1988.10.16",1988,10,16,1988-10-16,6863
"107","BangorDIVERSE",4.0381646156311,0.412004768848419,"1988.11.15",1988,11,15,1988-11-15,6893
"108","BangorDIVERSE",5.03279685974121,0.413634210824966,"1988.12.16",1988,12,16,1988-12-16,6924
"109","BangorDIVERSE",4.20930290222168,0.4132000207901,"1989.01.16",1989,1,16,1989-01-16,6955
"110","BangorDIVERSE",11.2867240905762,0.413812756538391,"1989.02.14",1989,2,14,1989-02-14,6984
"111","BangorDIVERSE",29.2741031646729,0.414358168840408,"1989.03.16",1989,3,16,1989-03-16,7014
"112","BangorDIVERSE",50.6631317138672,0.409764438867569,"1989.04.15",1989,4,15,1989-04-15,7044
"113","BangorDIVERSE",91.5480346679688,0.389272034168243,"1989.05.16",1989,5,16,1989-05-16,7075
"114","BangorDIVERSE",96.1228637695312,0.352009683847427,"1989.06.15",1989,6,15,1989-06-15,7105
"115","BangorDIVERSE",99.5573501586914,0.349962025880814,"1989.07.16",1989,7,16,1989-07-16,7136
"116","BangorDIVERSE",71.9651184082031,0.345403254032135,"1989.08.16",1989,8,16,1989-08-16,7167
"117","BangorDIVERSE",40.3425979614258,0.36689081788063,"1989.09.15",1989,9,15,1989-09-15,7197
"118","BangorDIVERSE",20.3949508666992,0.396282464265823,"1989.10.16",1989,10,16,1989-10-16,7228
"119","BangorDIVERSE",5.29718351364136,0.41257631778717,"1989.11.15",1989,11,15,1989-11-15,7258
"120","BangorDIVERSE",6.21614170074463,0.414144277572632,"1989.12.16",1989,12,16,1989-12-16,7289
"121","BangorDIVERSE",9.09039211273193,0.415895044803619,"1990.01.16",1990,1,16,1990-01-16,7320
"122","BangorDIVERSE",12.502872467041,0.416412442922592,"1990.02.14",1990,2,14,1990-02-14,7349
"123","BangorDIVERSE",26.6240692138672,0.408384591341019,"1990.03.16",1990,3,16,1990-03-16,7379
"124","BangorDIVERSE",52.1508865356445,0.404642164707184,"1990.04.15",1990,4,15,1990-04-15,7409
"125","BangorDIVERSE",85.958740234375,0.378846257925034,"1990.05.16",1990,5,16,1990-05-16,7440
"126","BangorDIVERSE",76.1415405273438,0.362405508756638,"1990.06.15",1990,6,15,1990-06-15,7470
"127","BangorDIVERSE",99.7483291625977,0.366066694259644,"1990.07.16",1990,7,16,1990-07-16,7501
"128","BangorDIVERSE",71.8926162719727,0.330391108989716,"1990.08.16",1990,8,16,1990-08-16,7532
"129","BangorDIVERSE",38.7484741210938,0.342964977025986,"1990.09.15",1990,9,15,1990-09-15,7562
"130","BangorDIVERSE",23.3188171386719,0.401053309440613,"1990.10.16",1990,10,16,1990-10-16,7593
"131","BangorDIVERSE",10.5616340637207,0.413032561540604,"1990.11.15",1990,11,15,1990-11-15,7623
"132","BangorDIVERSE",11.7012300491333,0.414008647203445,"1990.12.16",1990,12,16,1990-12-16,7654
"133","BangorDIVERSE",6.43849611282349,0.413015753030777,"1991.01.16",1991,1,16,1991-01-16,7685
"134","BangorDIVERSE",12.6501741409302,0.411992967128754,"1991.02.14",1991,2,14,1991-02-14,7714
"135","BangorDIVERSE",36.211311340332,0.412290573120117,"1991.03.16",1991,3,16,1991-03-16,7744
"136","BangorDIVERSE",56.0145874023438,0.408453762531281,"1991.04.15",1991,4,15,1991-04-15,7774
"137","BangorDIVERSE",74.7987899780273,0.39949432015419,"1991.05.16",1991,5,16,1991-05-16,7805
"138","BangorDIVERSE",83.5290603637695,0.381057858467102,"1991.06.15",1991,6,15,1991-06-15,7835
"139","BangorDIVERSE",90.4367141723633,0.367769718170166,"1991.07.16",1991,7,16,1991-07-16,7866
"140","BangorDIVERSE",68.5714645385742,0.36612343788147,"1991.08.16",1991,8,16,1991-08-16,7897
"141","BangorDIVERSE",49.2204780578613,0.354671835899353,"1991.09.15",1991,9,15,1991-09-15,7927
"142","BangorDIVERSE",31.6518535614014,0.39101904630661,"1991.10.16",1991,10,16,1991-10-16,7958
"143","BangorDIVERSE",17.3198413848877,0.413625597953796,"1991.11.15",1991,11,15,1991-11-15,7988
"144","BangorDIVERSE",4.96614265441895,0.411356955766678,"1991.12.16",1991,12,16,1991-12-16,8019
"145","BangorDIVERSE",6.27547216415405,0.411096841096878,"1992.01.16",1992,1,16,1992-01-16,8050
"146","BangorDIVERSE",15.5184783935547,0.412643432617188,"1992.02.15",1992,2,15,1992-02-15,8080
"147","BangorDIVERSE",37.5619354248047,0.414273202419281,"1992.03.16",1992,3,16,1992-03-16,8110
"148","BangorDIVERSE",56.1447639465332,0.411019563674927,"1992.04.15",1992,4,15,1992-04-15,8140
"149","BangorDIVERSE",92.1395721435547,0.401448398828506,"1992.05.16",1992,5,16,1992-05-16,8171
"150","BangorDIVERSE",97.4290771484375,0.391285926103592,"1992.06.15",1992,6,15,1992-06-15,8201
"151","BangorDIVERSE",85.5653381347656,0.378180474042892,"1992.07.16",1992,7,16,1992-07-16,8232
"152","BangorDIVERSE",74.9965515136719,0.388447165489197,"1992.08.16",1992,8,16,1992-08-16,8263
"153","BangorDIVERSE",44.5079154968262,0.410917013883591,"1992.09.15",1992,9,15,1992-09-15,8293
"154","BangorDIVERSE",19.3445835113525,0.413382709026337,"1992.10.16",1992,10,16,1992-10-16,8324
"155","BangorDIVERSE",14.9494123458862,0.415402472019196,"1992.11.15",1992,11,15,1992-11-15,8354
"156","BangorDIVERSE",8.84300518035889,0.413641691207886,"1992.12.16",1992,12,16,1992-12-16,8385
"157","BangorDIVERSE",13.265700340271,0.41492235660553,"1993.01.16",1993,1,16,1993-01-16,8416
"158","BangorDIVERSE",9.30397605895996,0.410140663385391,"1993.02.14",1993,2,14,1993-02-14,8445
"159","BangorDIVERSE",30.7873630523682,0.408405065536499,"1993.03.16",1993,3,16,1993-03-16,8475
"160","BangorDIVERSE",59.2454795837402,0.41075587272644,"1993.04.15",1993,4,15,1993-04-15,8505
"161","BangorDIVERSE",86.9727401733398,0.4030941426754,"1993.05.16",1993,5,16,1993-05-16,8536
"162","BangorDIVERSE",95.3513870239258,0.405473053455353,"1993.06.15",1993,6,15,1993-06-15,8566
"163","BangorDIVERSE",82.3046188354492,0.391423225402832,"1993.07.16",1993,7,16,1993-07-16,8597
"164","BangorDIVERSE",74.2956390380859,0.395870506763458,"1993.08.16",1993,8,16,1993-08-16,8628
"165","BangorDIVERSE",44.825008392334,0.400752305984497,"1993.09.15",1993,9,15,1993-09-15,8658
"166","BangorDIVERSE",17.0613479614258,0.4110247194767,"1993.10.16",1993,10,16,1993-10-16,8689
"167","BangorDIVERSE",10.2390995025635,0.412708759307861,"1993.11.15",1993,11,15,1993-11-15,8719
"168","BangorDIVERSE",18.8408203125,0.416703641414642,"1993.12.16",1993,12,16,1993-12-16,8750
"169","BangorDIVERSE",11.4111385345459,0.414969503879547,"1994.01.16",1994,1,16,1994-01-16,8781
"170","BangorDIVERSE",14.7779865264893,0.414672255516052,"1994.02.14",1994,2,14,1994-02-14,8810
"171","BangorDIVERSE",37.4102630615234,0.414726495742798,"1994.03.16",1994,3,16,1994-03-16,8840
"172","BangorDIVERSE",58.1923217773438,0.412480652332306,"1994.04.15",1994,4,15,1994-04-15,8870
"173","BangorDIVERSE",75.1044998168945,0.39997124671936,"1994.05.16",1994,5,16,1994-05-16,8901
"174","BangorDIVERSE",82.1808090209961,0.375312179327011,"1994.06.15",1994,6,15,1994-06-15,8931
"175","BangorDIVERSE",90.4091339111328,0.36019891500473,"1994.07.16",1994,7,16,1994-07-16,8962
"176","BangorDIVERSE",71.2502975463867,0.373036623001099,"1994.08.16",1994,8,16,1994-08-16,8993
"177","BangorDIVERSE",42.8287315368652,0.399700373411179,"1994.09.15",1994,9,15,1994-09-15,9023
"178","BangorDIVERSE",20.7739677429199,0.410159468650818,"1994.10.16",1994,10,16,1994-10-16,9054
"179","BangorDIVERSE",10.4252777099609,0.414009928703308,"1994.11.15",1994,11,15,1994-11-15,9084
"180","BangorDIVERSE",11.2397861480713,0.416128486394882,"1994.12.16",1994,12,16,1994-12-16,9115
"181","BangorDIVERSE",12.4573516845703,0.416438013315201,"1995.01.16",1995,1,16,1995-01-16,9146
"182","BangorDIVERSE",14.873291015625,0.416008591651917,"1995.02.14",1995,2,14,1995-02-14,9175
"183","BangorDIVERSE",29.5838470458984,0.412001579999924,"1995.03.16",1995,3,16,1995-03-16,9205
"184","BangorDIVERSE",52.7212600708008,0.401943147182465,"1995.04.15",1995,4,15,1995-04-15,9235
"185","BangorDIVERSE",82.3828811645508,0.386125415563583,"1995.05.16",1995,5,16,1995-05-16,9266
"186","BangorDIVERSE",92.3159408569336,0.376825898885727,"1995.06.15",1995,6,15,1995-06-15,9296
"187","BangorDIVERSE",93.9570541381836,0.34392449259758,"1995.07.16",1995,7,16,1995-07-16,9327
"188","BangorDIVERSE",80.0743560791016,0.304915696382523,"1995.08.16",1995,8,16,1995-08-16,9358
"189","BangorDIVERSE",44.7147979736328,0.325292527675629,"1995.09.15",1995,9,15,1995-09-15,9388
"190","BangorDIVERSE",19.9961948394775,0.388275563716888,"1995.10.16",1995,10,16,1995-10-16,9419
"191","BangorDIVERSE",6.42384099960327,0.401490092277527,"1995.11.15",1995,11,15,1995-11-15,9449
"192","BangorDIVERSE",2.53681874275208,0.408830434083939,"1995.12.16",1995,12,16,1995-12-16,9480
"193","BangorDIVERSE",4.77715063095093,0.412239462137222,"1996.01.16",1996,1,16,1996-01-16,9511
"194","BangorDIVERSE",10.9231872558594,0.413551598787308,"1996.02.15",1996,2,15,1996-02-15,9541
"195","BangorDIVERSE",27.7767925262451,0.409789800643921,"1996.03.16",1996,3,16,1996-03-16,9571
"196","BangorDIVERSE",51.1123237609863,0.407531827688217,"1996.04.15",1996,4,15,1996-04-15,9601
"197","BangorDIVERSE",74.6430587768555,0.396755397319794,"1996.05.16",1996,5,16,1996-05-16,9632
"198","BangorDIVERSE",93.0102310180664,0.388427764177322,"1996.06.15",1996,6,15,1996-06-15,9662
"199","BangorDIVERSE",87.4273529052734,0.362580299377441,"1996.07.16",1996,7,16,1996-07-16,9693
"200","BangorDIVERSE",77.5674819946289,0.352430373430252,"1996.08.16",1996,8,16,1996-08-16,9724
"201","BangorDIVERSE",41.7376480102539,0.352003067731857,"1996.09.15",1996,9,15,1996-09-15,9754
"202","BangorDIVERSE",24.6684188842773,0.394562155008316,"1996.10.16",1996,10,16,1996-10-16,9785
"203","BangorDIVERSE",15.195951461792,0.414856553077698,"1996.11.15",1996,11,15,1996-11-15,9815
"204","BangorDIVERSE",1.6988525390625,0.41069820523262,"1996.12.16",1996,12,16,1996-12-16,9846
"205","BangorDIVERSE",0.218953400850296,0.409199953079224,"1997.01.16",1997,1,16,1997-01-16,9877
"206","BangorDIVERSE",18.8206977844238,0.415892899036407,"1997.02.14",1997,2,14,1997-02-14,9906
"207","BangorDIVERSE",28.8748760223389,0.410352319478989,"1997.03.16",1997,3,16,1997-03-16,9936
"208","BangorDIVERSE",48.4456939697266,0.401579022407532,"1997.04.15",1997,4,15,1997-04-15,9966
"209","BangorDIVERSE",83.7966995239258,0.405571728944778,"1997.05.16",1997,5,16,1997-05-16,9997
"210","BangorDIVERSE",83.9623336791992,0.395215600728989,"1997.06.15",1997,6,15,1997-06-15,10027
"211","BangorDIVERSE",96.2993850708008,0.393192321062088,"1997.07.16",1997,7,16,1997-07-16,10058
"212","BangorDIVERSE",79.3053283691406,0.386153727769852,"1997.08.16",1997,8,16,1997-08-16,10089
"213","BangorDIVERSE",42.215648651123,0.402093410491943,"1997.09.15",1997,9,15,1997-09-15,10119
"214","BangorDIVERSE",14.8392972946167,0.407281249761581,"1997.10.16",1997,10,16,1997-10-16,10150
"215","BangorDIVERSE",12.1201591491699,0.415115386247635,"1997.11.15",1997,11,15,1997-11-15,10180
"216","BangorDIVERSE",7.94923496246338,0.415788799524307,"1997.12.16",1997,12,16,1997-12-16,10211
"217","BangorDIVERSE",6.57788944244385,0.414632081985474,"1998.01.16",1998,1,16,1998-01-16,10242
"218","BangorDIVERSE",9.1543436050415,0.411022663116455,"1998.02.14",1998,2,14,1998-02-14,10271
"219","BangorDIVERSE",31.6527614593506,0.412288069725037,"1998.03.16",1998,3,16,1998-03-16,10301
"220","BangorDIVERSE",53.4271583557129,0.413456588983536,"1998.04.15",1998,4,15,1998-04-15,10331
"221","BangorDIVERSE",86.5077056884766,0.385721981525421,"1998.05.16",1998,5,16,1998-05-16,10362
"222","BangorDIVERSE",83.1927642822266,0.397152960300446,"1998.06.15",1998,6,15,1998-06-15,10392
"223","BangorDIVERSE",75.108512878418,0.390346795320511,"1998.07.16",1998,7,16,1998-07-16,10423
"224","BangorDIVERSE",69.3125,0.394716054201126,"1998.08.16",1998,8,16,1998-08-16,10454
"225","BangorDIVERSE",42.6622581481934,0.404965072870255,"1998.09.15",1998,9,15,1998-09-15,10484
"226","BangorDIVERSE",18.3777637481689,0.413839608430862,"1998.10.16",1998,10,16,1998-10-16,10515
"227","BangorDIVERSE",6.32630443572998,0.41615155339241,"1998.11.15",1998,11,15,1998-11-15,10545
"228","BangorDIVERSE",2.60278606414795,0.415286123752594,"1998.12.16",1998,12,16,1998-12-16,10576
"229","BangorDIVERSE",7.43507719039917,0.417756497859955,"1999.01.16",1999,1,16,1999-01-16,10607
"230","BangorDIVERSE",8.23044013977051,0.413585722446442,"1999.02.14",1999,2,14,1999-02-14,10636
"231","BangorDIVERSE",27.6965312957764,0.411758184432983,"1999.03.16",1999,3,16,1999-03-16,10666
"232","BangorDIVERSE",57.4479713439941,0.412619382143021,"1999.04.15",1999,4,15,1999-04-15,10696
"233","BangorDIVERSE",72.8107376098633,0.400524765253067,"1999.05.16",1999,5,16,1999-05-16,10727
"234","BangorDIVERSE",94.7619247436523,0.39325749874115,"1999.06.15",1999,6,15,1999-06-15,10757
"235","BangorDIVERSE",99.9056396484375,0.368218868970871,"1999.07.16",1999,7,16,1999-07-16,10788
"236","BangorDIVERSE",69.3988342285156,0.375163823366165,"1999.08.16",1999,8,16,1999-08-16,10819
"237","BangorDIVERSE",48.4954299926758,0.400616884231567,"1999.09.15",1999,9,15,1999-09-15,10849
"238","BangorDIVERSE",15.4311609268188,0.412618696689606,"1999.10.16",1999,10,16,1999-10-16,10880
"239","BangorDIVERSE",4.02746248245239,0.414369314908981,"1999.11.15",1999,11,15,1999-11-15,10910
"240","BangorDIVERSE",4.61961460113525,0.417570501565933,"1999.12.16",1999,12,16,1999-12-16,10941
"241","BangorDIVERSE",3.53858160972595,0.414142459630966,"2000.01.16",2000,1,16,2000-01-16,10972
"242","BangorDIVERSE",10.0902862548828,0.416091769933701,"2000.02.15",2000,2,15,2000-02-15,11002
"243","BangorDIVERSE",28.5095882415771,0.409900397062302,"2000.03.16",2000,3,16,2000-03-16,11032
"244","BangorDIVERSE",50.406192779541,0.412040799856186,"2000.04.15",2000,4,15,2000-04-15,11062
"245","BangorDIVERSE",83.1465072631836,0.393399804830551,"2000.05.16",2000,5,16,2000-05-16,11093
"246","BangorDIVERSE",89.5944213867188,0.398585200309753,"2000.06.15",2000,6,15,2000-06-15,11123
"247","BangorDIVERSE",86.5127716064453,0.378791868686676,"2000.07.16",2000,7,16,2000-07-16,11154
"248","BangorDIVERSE",70.8479080200195,0.399598151445389,"2000.08.16",2000,8,16,2000-08-16,11185
"249","BangorDIVERSE",39.9172248840332,0.410930752754211,"2000.09.15",2000,9,15,2000-09-15,11215
"250","BangorDIVERSE",17.4857330322266,0.417892605066299,"2000.10.16",2000,10,16,2000-10-16,11246
"251","BangorDIVERSE",8.6145133972168,0.420038193464279,"2000.11.15",2000,11,15,2000-11-15,11276
"252","BangorDIVERSE",3.80830550193787,0.417020410299301,"2000.12.16",2000,12,16,2000-12-16,11307
"253","BangorDIVERSE",0.68866765499115,0.413158774375916,"2001.01.16",2001,1,16,2001-01-16,11338
"254","BangorDIVERSE",8.52259254455566,0.414656698703766,"2001.02.14",2001,2,14,2001-02-14,11367
"255","BangorDIVERSE",25.7272205352783,0.411993622779846,"2001.03.16",2001,3,16,2001-03-16,11397
"256","BangorDIVERSE",47.2495346069336,0.41350531578064,"2001.04.15",2001,4,15,2001-04-15,11427
"257","BangorDIVERSE",83.4115447998047,0.399460971355438,"2001.05.16",2001,5,16,2001-05-16,11458
"258","BangorDIVERSE",88.5366973876953,0.374222755432129,"2001.06.15",2001,6,15,2001-06-15,11488
