"","Site","Actual_evaporation","Soil_moisture_root","Timestamp","Year","Month","Day","Date","Time"
"5312","IDENT.auclair",102.556549072266,0.367652863264084,"1993.08.16",1993,8,16,1993-08-16,8628
"5313","IDENT.auclair",71.3978500366211,0.380086034536362,"1993.09.15",1993,9,15,1993-09-15,8658
"5314","IDENT.auclair",38.1820030212402,0.393732488155365,"1993.10.16",1993,10,16,1993-10-16,8689
"5315","IDENT.auclair",26.3774013519287,0.397263884544373,"1993.11.15",1993,11,15,1993-11-15,8719
"5316","IDENT.auclair",4.55459785461426,0.39633497595787,"1993.12.16",1993,12,16,1993-12-16,8750
"5317","IDENT.auclair",0.411784678697586,0.394693493843079,"1994.01.16",1994,1,16,1994-01-16,8781
"5318","IDENT.auclair",3.57468438148499,0.395829170942307,"1994.02.14",1994,2,14,1994-02-14,8810
"5319","IDENT.auclair",17.5646533966064,0.397580176591873,"1994.03.16",1994,3,16,1994-03-16,8840
"5320","IDENT.auclair",45.5924911499023,0.398577213287354,"1994.04.15",1994,4,15,1994-04-15,8870
"5321","IDENT.auclair",96.1037673950195,0.392207503318787,"1994.05.16",1994,5,16,1994-05-16,8901
"5322","IDENT.auclair",109.095901489258,0.396110981702805,"1994.06.15",1994,6,15,1994-06-15,8931
"5323","IDENT.auclair",117.729454040527,0.394187778234482,"1994.07.16",1994,7,16,1994-07-16,8962
"5324","IDENT.auclair",91.8116836547852,0.382215738296509,"1994.08.16",1994,8,16,1994-08-16,8993
"5325","IDENT.auclair",54.6287879943848,0.379596620798111,"1994.09.15",1994,9,15,1994-09-15,9023
"5326","IDENT.auclair",26.2782497406006,0.384709507226944,"1994.10.16",1994,10,16,1994-10-16,9054
"5327","IDENT.auclair",29.9725780487061,0.396272540092468,"1994.11.15",1994,11,15,1994-11-15,9084
"5328","IDENT.auclair",4.48914623260498,0.395150631666183,"1994.12.16",1994,12,16,1994-12-16,9115
"5329","IDENT.auclair",0.834076642990112,0.396587073802948,"1995.01.16",1995,1,16,1995-01-16,9146
"5330","IDENT.auclair",3.61540102958679,0.393950939178467,"1995.02.14",1995,2,14,1995-02-14,9175
"5331","IDENT.auclair",18.0826072692871,0.396864831447601,"1995.03.16",1995,3,16,1995-03-16,9205
"5332","IDENT.auclair",34.883113861084,0.400790095329285,"1995.04.15",1995,4,15,1995-04-15,9235
"5333","IDENT.auclair",90.1723022460938,0.388011366128922,"1995.05.16",1995,5,16,1995-05-16,9266
"5334","IDENT.auclair",111.389083862305,0.3815558552742,"1995.06.15",1995,6,15,1995-06-15,9296
"5335","IDENT.auclair",116.305015563965,0.365882724523544,"1995.07.16",1995,7,16,1995-07-16,9327
"5336","IDENT.auclair",94.578010559082,0.35632911324501,"1995.08.16",1995,8,16,1995-08-16,9358
"5337","IDENT.auclair",59.1133041381836,0.351753532886505,"1995.09.15",1995,9,15,1995-09-15,9388
"5338","IDENT.auclair",39.852222442627,0.364828944206238,"1995.10.16",1995,10,16,1995-10-16,9419
"5339","IDENT.auclair",25.1815414428711,0.391924321651459,"1995.11.15",1995,11,15,1995-11-15,9449
"5340","IDENT.auclair",17.8168754577637,0.396558791399002,"1995.12.16",1995,12,16,1995-12-16,9480
"5341","IDENT.auclair",0.893279790878296,0.396708697080612,"1996.01.16",1996,1,16,1996-01-16,9511
"5342","IDENT.auclair",4.48111200332642,0.397309005260468,"1996.02.15",1996,2,15,1996-02-15,9541
"5343","IDENT.auclair",20.0052337646484,0.395736217498779,"1996.03.16",1996,3,16,1996-03-16,9571
"5344","IDENT.auclair",61.0791168212891,0.397434502840042,"1996.04.15",1996,4,15,1996-04-15,9601
"5345","IDENT.auclair",93.1767654418945,0.391826689243317,"1996.05.16",1996,5,16,1996-05-16,9632
"5346","IDENT.auclair",102.777191162109,0.374927014112473,"1996.06.15",1996,6,15,1996-06-15,9662
"5347","IDENT.auclair",105.237762451172,0.381684869527817,"1996.07.16",1996,7,16,1996-07-16,9693
"5348","IDENT.auclair",92.9786605834961,0.37382310628891,"1996.08.16",1996,8,16,1996-08-16,9724
"5349","IDENT.auclair",67.0666122436523,0.372960656881332,"1996.09.15",1996,9,15,1996-09-15,9754
"5350","IDENT.auclair",38.7818794250488,0.386540561914444,"1996.10.16",1996,10,16,1996-10-16,9785
"5351","IDENT.auclair",17.3088512420654,0.396022617816925,"1996.11.15",1996,11,15,1996-11-15,9815
"5352","IDENT.auclair",8.3738260269165,0.397403210401535,"1996.12.16",1996,12,16,1996-12-16,9846
"5353","IDENT.auclair",0.272552490234375,0.395542472600937,"1997.01.16",1997,1,16,1997-01-16,9877
"5354","IDENT.auclair",4.44256973266602,0.39391702413559,"1997.02.14",1997,2,14,1997-02-14,9906
"5355","IDENT.auclair",14.4101963043213,0.397165536880493,"1997.03.16",1997,3,16,1997-03-16,9936
"5356","IDENT.auclair",39.9169960021973,0.400208830833435,"1997.04.15",1997,4,15,1997-04-15,9966
"5357","IDENT.auclair",96.3192138671875,0.396309912204742,"1997.05.16",1997,5,16,1997-05-16,9997
"5358","IDENT.auclair",110.895896911621,0.38116866350174,"1997.06.15",1997,6,15,1997-06-15,10027
"5359","IDENT.auclair",112.30126953125,0.374830722808838,"1997.07.16",1997,7,16,1997-07-16,10058
"5360","IDENT.auclair",90.1800537109375,0.37172532081604,"1997.08.16",1997,8,16,1997-08-16,10089
"5361","IDENT.auclair",54.0319023132324,0.373685657978058,"1997.09.15",1997,9,15,1997-09-15,10119
"5362","IDENT.auclair",25.8090229034424,0.377807587385178,"1997.10.16",1997,10,16,1997-10-16,10150
"5363","IDENT.auclair",17.3622055053711,0.39279717206955,"1997.11.15",1997,11,15,1997-11-15,10180
"5364","IDENT.auclair",19.8091602325439,0.396845579147339,"1997.12.16",1997,12,16,1997-12-16,10211
"5365","IDENT.auclair",1.10775172710419,0.394359320402145,"1998.01.16",1998,1,16,1998-01-16,10242
"5366","IDENT.auclair",3.94382834434509,0.395606487989426,"1998.02.14",1998,2,14,1998-02-14,10271
"5367","IDENT.auclair",14.9786891937256,0.399968355894089,"1998.03.16",1998,3,16,1998-03-16,10301
"5368","IDENT.auclair",49.3178062438965,0.39904996752739,"1998.04.15",1998,4,15,1998-04-15,10331
"5369","IDENT.auclair",95.691162109375,0.376810669898987,"1998.05.16",1998,5,16,1998-05-16,10362
"5370","IDENT.auclair",89.4744873046875,0.362553477287292,"1998.06.15",1998,6,15,1998-06-15,10392
"5371","IDENT.auclair",113.204902648926,0.369577556848526,"1998.07.16",1998,7,16,1998-07-16,10423
"5372","IDENT.auclair",93.4950408935547,0.356730937957764,"1998.08.16",1998,8,16,1998-08-16,10454
"5373","IDENT.auclair",57.9041366577148,0.374639809131622,"1998.09.15",1998,9,15,1998-09-15,10484
"5374","IDENT.auclair",29.0504131317139,0.388193845748901,"1998.10.16",1998,10,16,1998-10-16,10515
"5375","IDENT.auclair",17.2338161468506,0.396517187356949,"1998.11.15",1998,11,15,1998-11-15,10545
"5376","IDENT.auclair",3.74858713150024,0.395403861999512,"1998.12.16",1998,12,16,1998-12-16,10576
"5377","IDENT.auclair",0.00712232477962971,0.395018577575684,"1999.01.16",1999,1,16,1999-01-16,10607
"5378","IDENT.auclair",4.52945280075073,0.395780891180038,"1999.02.14",1999,2,14,1999-02-14,10636
"5379","IDENT.auclair",17.3589477539062,0.40006360411644,"1999.03.16",1999,3,16,1999-03-16,10666
"5380","IDENT.auclair",54.5376167297363,0.393825858831406,"1999.04.15",1999,4,15,1999-04-15,10696
"5381","IDENT.auclair",106.335006713867,0.371005535125732,"1999.05.16",1999,5,16,1999-05-16,10727
"5382","IDENT.auclair",106.203147888184,0.362444549798965,"1999.06.15",1999,6,15,1999-06-15,10757
"5383","IDENT.auclair",117.209228515625,0.349942058324814,"1999.07.16",1999,7,16,1999-07-16,10788
"5384","IDENT.auclair",92.3013305664062,0.349534094333649,"1999.08.16",1999,8,16,1999-08-16,10819
"5385","IDENT.auclair",81.4738540649414,0.356064021587372,"1999.09.15",1999,9,15,1999-09-15,10849
"5386","IDENT.auclair",33.4116973876953,0.37683293223381,"1999.10.16",1999,10,16,1999-10-16,10880
"5387","IDENT.auclair",23.5949077606201,0.39205801486969,"1999.11.15",1999,11,15,1999-11-15,10910
"5388","IDENT.auclair",16.9722137451172,0.396731048822403,"1999.12.16",1999,12,16,1999-12-16,10941
"5389","IDENT.auclair",-0.0138497231528163,0.395154923200607,"2000.01.16",2000,1,16,2000-01-16,10972
"5390","IDENT.auclair",3.92950797080994,0.395053863525391,"2000.02.15",2000,2,15,2000-02-15,11002
"5391","IDENT.auclair",20.1860771179199,0.39997872710228,"2000.03.16",2000,3,16,2000-03-16,11032
"5392","IDENT.auclair",50.0848426818848,0.399177610874176,"2000.04.15",2000,4,15,2000-04-15,11062
"5393","IDENT.auclair",95.4811477661133,0.393871635198593,"2000.05.16",2000,5,16,2000-05-16,11093
"5394","IDENT.auclair",103.913352966309,0.377409607172012,"2000.06.15",2000,6,15,2000-06-15,11123
"5395","IDENT.auclair",105.753677368164,0.376705557107925,"2000.07.16",2000,7,16,2000-07-16,11154
"5396","IDENT.auclair",91.8345108032227,0.376185059547424,"2000.08.16",2000,8,16,2000-08-16,11185
"5397","IDENT.auclair",54.9766845703125,0.369174718856812,"2000.09.15",2000,9,15,2000-09-15,11215
"5398","IDENT.auclair",34.2924041748047,0.373483091592789,"2000.10.16",2000,10,16,2000-10-16,11246
"5399","IDENT.auclair",20.1892948150635,0.386077404022217,"2000.11.15",2000,11,15,2000-11-15,11276
"5400","IDENT.auclair",11.7988586425781,0.395121484994888,"2000.12.16",2000,12,16,2000-12-16,11307
"5401","IDENT.auclair",0.0767175182700157,0.39433890581131,"2001.01.16",2001,1,16,2001-01-16,11338
"5402","IDENT.auclair",4.30967950820923,0.394199639558792,"2001.02.14",2001,2,14,2001-02-14,11367
"5403","IDENT.auclair",15.3875408172607,0.395617425441742,"2001.03.16",2001,3,16,2001-03-16,11397
"5404","IDENT.auclair",42.0730590820312,0.39981484413147,"2001.04.15",2001,4,15,2001-04-15,11427
"5405","IDENT.auclair",101.487731933594,0.377465575933456,"2001.05.16",2001,5,16,2001-05-16,11458
"5406","IDENT.auclair",101.945411682129,0.376584440469742,"2001.06.15",2001,6,15,2001-06-15,11488
"5407","IDENT.auclair",108.75269317627,0.377886831760406,"2001.07.16",2001,7,16,2001-07-16,11519
"5408","IDENT.auclair",103.000434875488,0.361265063285828,"2001.08.16",2001,8,16,2001-08-16,11550
"5409","IDENT.auclair",64.5173568725586,0.368344277143478,"2001.09.15",2001,9,15,2001-09-15,11580
"5410","IDENT.auclair",36.7350730895996,0.381107211112976,"2001.10.16",2001,10,16,2001-10-16,11611
"5411","IDENT.auclair",19.4803695678711,0.390774101018906,"2001.11.15",2001,11,15,2001-11-15,11641
"5412","IDENT.auclair",13.5424680709839,0.396263599395752,"2001.12.16",2001,12,16,2001-12-16,11672
"5413","IDENT.auclair",11.0332479476929,0.39604789018631,"2002.01.16",2002,1,16,2002-01-16,11703
"5414","IDENT.auclair",5.62870645523071,0.393919467926025,"2002.02.14",2002,2,14,2002-02-14,11732
"5415","IDENT.auclair",17.3313674926758,0.396795928478241,"2002.03.16",2002,3,16,2002-03-16,11762
"5416","IDENT.auclair",51.0166702270508,0.398050606250763,"2002.04.15",2002,4,15,2002-04-15,11792
"5417","IDENT.auclair",93.6878280639648,0.38853257894516,"2002.05.16",2002,5,16,2002-05-16,11823
"5418","IDENT.auclair",91.4554214477539,0.379560381174088,"2002.06.15",2002,6,15,2002-06-15,11853
"5419","IDENT.auclair",102.146873474121,0.387693613767624,"2002.07.16",2002,7,16,2002-07-16,11884
"5420","IDENT.auclair",91.9359359741211,0.369390219449997,"2002.08.16",2002,8,16,2002-08-16,11915
"5421","IDENT.auclair",61.6282043457031,0.363762319087982,"2002.09.15",2002,9,15,2002-09-15,11945
"5422","IDENT.auclair",35.314453125,0.37245175242424,"2002.10.16",2002,10,16,2002-10-16,11976
"5423","IDENT.auclair",22.0012397766113,0.385824173688889,"2002.11.15",2002,11,15,2002-11-15,12006
"5424","IDENT.auclair",11.400372505188,0.395496606826782,"2002.12.16",2002,12,16,2002-12-16,12037
"5425","IDENT.auclair",-0.361452609300613,0.394583582878113,"2003.01.16",2003,1,16,2003-01-16,12068
"5426","IDENT.auclair",3.42016673088074,0.39474555850029,"2003.02.14",2003,2,14,2003-02-14,12097
"5427","IDENT.auclair",17.4300537109375,0.396418511867523,"2003.03.16",2003,3,16,2003-03-16,12127
"5428","IDENT.auclair",48.0244064331055,0.398923069238663,"2003.04.15",2003,4,15,2003-04-15,12157
"5429","IDENT.auclair",86.9029769897461,0.390181750059128,"2003.05.16",2003,5,16,2003-05-16,12188
"5430","IDENT.auclair",112.324417114258,0.37800407409668,"2003.06.15",2003,6,15,2003-06-15,12218
"5431","IDENT.auclair",101.102127075195,0.36712259054184,"2003.07.16",2003,7,16,2003-07-16,12249
"5432","IDENT.auclair",88.3216094970703,0.382846713066101,"2003.08.16",2003,8,16,2003-08-16,12280
"5433","IDENT.auclair",63.403751373291,0.370330840349197,"2003.09.15",2003,9,15,2003-09-15,12310
"5434","IDENT.auclair",47.2113494873047,0.386567026376724,"2003.10.16",2003,10,16,2003-10-16,12341
"5435","IDENT.auclair",22.5437602996826,0.397207677364349,"2003.11.15",2003,11,15,2003-11-15,12371
"5436","IDENT.auclair",22.4429302215576,0.397883892059326,"2003.12.16",2003,12,16,2003-12-16,12402
"5437","IDENT.auclair",-0.0397825203835964,0.395120888948441,"2004.01.16",2004,1,16,2004-01-16,12433
"5438","IDENT.auclair",3.84656000137329,0.395574688911438,"2004.02.15",2004,2,15,2004-02-15,12463
"5439","IDENT.auclair",19.757568359375,0.396589487791061,"2004.03.16",2004,3,16,2004-03-16,12493
"5440","IDENT.auclair",44.3431663513184,0.395794063806534,"2004.04.15",2004,4,15,2004-04-15,12523
"5441","IDENT.auclair",89.1903762817383,0.386147111654282,"2004.05.16",2004,5,16,2004-05-16,12554
"5442","IDENT.auclair",92.6097869873047,0.377138912677765,"2004.06.15",2004,6,15,2004-06-15,12584
"5443","IDENT.auclair",106.046890258789,0.387618392705917,"2004.07.16",2004,7,16,2004-07-16,12615
"5444","IDENT.auclair",94.0801391601562,0.38959127664566,"2004.08.16",2004,8,16,2004-08-16,12646
"5445","IDENT.auclair",54.1675186157227,0.390730619430542,"2004.09.15",2004,9,15,2004-09-15,12676
"5446","IDENT.auclair",28.1419563293457,0.385553479194641,"2004.10.16",2004,10,16,2004-10-16,12707
"5447","IDENT.auclair",19.0657501220703,0.392185568809509,"2004.11.15",2004,11,15,2004-11-15,12737
"5448","IDENT.auclair",4.60358953475952,0.395785450935364,"2004.12.16",2004,12,16,2004-12-16,12768
"5449","IDENT.auclair",-0.0209252424538136,0.394656628370285,"2005.01.16",2005,1,16,2005-01-16,12799
"5450","IDENT.auclair",4.08120155334473,0.395677089691162,"2005.02.14",2005,2,14,2005-02-14,12828
"5451","IDENT.auclair",18.3688259124756,0.395649611949921,"2005.03.16",2005,3,16,2005-03-16,12858
"5452","IDENT.auclair",47.6138916015625,0.40257865190506,"2005.04.15",2005,4,15,2005-04-15,12888
"5453","IDENT.auclair",79.3247375488281,0.39330717921257,"2005.05.16",2005,5,16,2005-05-16,12919
"5454","IDENT.auclair",108.697380065918,0.383693099021912,"2005.06.15",2005,6,15,2005-06-15,12949
"5455","IDENT.auclair",120.039184570312,0.365810930728912,"2005.07.16",2005,7,16,2005-07-16,12980
"5456","IDENT.auclair",97.50927734375,0.345514118671417,"2005.08.16",2005,8,16,2005-08-16,13011
"5457","IDENT.auclair",71.5611343383789,0.353645771741867,"2005.09.15",2005,9,15,2005-09-15,13041
"5458","IDENT.auclair",45.1335372924805,0.378849864006042,"2005.10.16",2005,10,16,2005-10-16,13072
"5459","IDENT.auclair",34.4495582580566,0.397354632616043,"2005.11.15",2005,11,15,2005-11-15,13102
"5460","IDENT.auclair",33.6833038330078,0.397809982299805,"2005.12.16",2005,12,16,2005-12-16,13133
"5461","IDENT.auclair",3.00614356994629,0.397095710039139,"2006.01.16",2006,1,16,2006-01-16,13164
"5462","IDENT.auclair",3.24406337738037,0.393922626972198,"2006.02.14",2006,2,14,2006-02-14,13193
"5463","IDENT.auclair",18.4736919403076,0.395991325378418,"2006.03.16",2006,3,16,2006-03-16,13223
"5464","IDENT.auclair",52.4036636352539,0.398871779441833,"2006.04.15",2006,4,15,2006-04-15,13253
"5465","IDENT.auclair",95.3927230834961,0.390060752630234,"2006.05.16",2006,5,16,2006-05-16,13284
"5466","IDENT.auclair",104.878875732422,0.386733204126358,"2006.06.15",2006,6,15,2006-06-15,13314
"5467","IDENT.auclair",116.387626647949,0.394664734601974,"2006.07.16",2006,7,16,2006-07-16,13345
"5468","IDENT.auclair",89.1734237670898,0.383669972419739,"2006.08.16",2006,8,16,2006-08-16,13376
"5469","IDENT.auclair",66.1536254882812,0.373857110738754,"2006.09.15",2006,9,15,2006-09-15,13406
"5470","IDENT.auclair",56.9334716796875,0.393761783838272,"2006.10.16",2006,10,16,2006-10-16,13437
"5471","IDENT.auclair",30.334321975708,0.397076040506363,"2006.11.15",2006,11,15,2006-11-15,13467
"5472","IDENT.auclair",19.0212154388428,0.396440476179123,"2006.12.16",2006,12,16,2006-12-16,13498
"5473","IDENT.auclair",16.8207874298096,0.396820098161697,"2007.01.16",2007,1,16,2007-01-16,13529
"5474","IDENT.auclair",18.5619277954102,0.395269483327866,"2007.02.14",2007,2,14,2007-02-14,13558
"5475","IDENT.auclair",38.8687286376953,0.396024167537689,"2007.03.16",2007,3,16,2007-03-16,13588
"5476","IDENT.auclair",59.4537773132324,0.393907010555267,"2007.04.15",2007,4,15,2007-04-15,13618
"5477","IDENT.auclair",91.6315307617188,0.381584852933884,"2007.05.16",2007,5,16,2007-05-16,13649
"5478","IDENT.auclair",100.103401184082,0.380950510501862,"2007.06.15",2007,6,15,2007-06-15,13679
"5479","IDENT.auclair",119.831893920898,0.383640915155411,"2007.07.16",2007,7,16,2007-07-16,13710
"5480","IDENT.auclair",97.3170700073242,0.382626175880432,"2007.08.16",2007,8,16,2007-08-16,13741
"5481","IDENT.auclair",62.5982666015625,0.380598366260529,"2007.09.15",2007,9,15,2007-09-15,13771
"5482","IDENT.auclair",41.4280395507812,0.390692383050919,"2007.10.16",2007,10,16,2007-10-16,13802
"5483","IDENT.auclair",42.1700172424316,0.398172646760941,"2007.11.15",2007,11,15,2007-11-15,13832
"5484","IDENT.auclair",23.5661430358887,0.396756112575531,"2007.12.16",2007,12,16,2007-12-16,13863
"5485","IDENT.auclair",7.07130765914917,0.396782755851746,"2008.01.16",2008,1,16,2008-01-16,13894
"5486","IDENT.auclair",4.30377817153931,0.393918037414551,"2008.02.15",2008,2,15,2008-02-15,13924
"5487","IDENT.auclair",14.8421125411987,0.393916010856628,"2008.03.16",2008,3,16,2008-03-16,13954
"5488","IDENT.auclair",64.2591400146484,0.401203900575638,"2008.04.15",2008,4,15,2008-04-15,13984
"5489","IDENT.auclair",89.6284408569336,0.38870695233345,"2008.05.16",2008,5,16,2008-05-16,14015
"5490","IDENT.auclair",94.6362152099609,0.381521821022034,"2008.06.15",2008,6,15,2008-06-15,14045
"5491","IDENT.auclair",108.166069030762,0.385370075702667,"2008.07.16",2008,7,16,2008-07-16,14076
"5492","IDENT.auclair",92.9114227294922,0.389367878437042,"2008.08.16",2008,8,16,2008-08-16,14107
"5493","IDENT.auclair",66.1260604858398,0.380776256322861,"2008.09.15",2008,9,15,2008-09-15,14137
"5494","IDENT.auclair",38.2962799072266,0.393749475479126,"2008.10.16",2008,10,16,2008-10-16,14168
"5495","IDENT.auclair",26.5347003936768,0.396804213523865,"2008.11.15",2008,11,15,2008-11-15,14198
"5496","IDENT.auclair",3.77952790260315,0.394564300775528,"2008.12.16",2008,12,16,2008-12-16,14229
"5497","IDENT.auclair",0.383426904678345,0.393916070461273,"2009.01.16",2009,1,16,2009-01-16,14260
"5498","IDENT.auclair",5.17431306838989,0.393916010856628,"2009.02.14",2009,2,14,2009-02-14,14289
"5499","IDENT.auclair",17.0038833618164,0.396433472633362,"2009.03.16",2009,3,16,2009-03-16,14319
"5500","IDENT.auclair",48.7952003479004,0.399498730897903,"2009.04.15",2009,4,15,2009-04-15,14349
"5501","IDENT.auclair",99.7258529663086,0.391409456729889,"2009.05.16",2009,5,16,2009-05-16,14380
"5502","IDENT.auclair",85.6742553710938,0.387547582387924,"2009.06.15",2009,6,15,2009-06-15,14410
"5503","IDENT.auclair",97.7782897949219,0.389385521411896,"2009.07.16",2009,7,16,2009-07-16,14441
"5504","IDENT.auclair",98.2131271362305,0.388655304908752,"2009.08.16",2009,8,16,2009-08-16,14472
"5505","IDENT.auclair",58.6576614379883,0.377515614032745,"2009.09.15",2009,9,15,2009-09-15,14502
"5506","IDENT.auclair",38.6377944946289,0.393483400344849,"2009.10.16",2009,10,16,2009-10-16,14533
"5507","IDENT.auclair",20.1424407958984,0.395681411027908,"2009.11.15",2009,11,15,2009-11-15,14563
"5508","IDENT.auclair",28.0449237823486,0.397850424051285,"2009.12.16",2009,12,16,2009-12-16,14594
"5509","IDENT.auclair",12.2290782928467,0.396393299102783,"2010.01.16",2010,1,16,2010-01-16,14625
"5510","IDENT.auclair",18.2076644897461,0.394801259040833,"2010.02.14",2010,2,14,2010-02-14,14654
"5511","IDENT.auclair",33.260627746582,0.394143462181091,"2010.03.16",2010,3,16,2010-03-16,14684
"5512","IDENT.auclair",68.2536773681641,0.391578912734985,"2010.04.15",2010,4,15,2010-04-15,14714
"5513","IDENT.auclair",107.533432006836,0.381220817565918,"2010.05.16",2010,5,16,2010-05-16,14745
"5514","IDENT.auclair",96.0292053222656,0.363239496946335,"2010.06.15",2010,6,15,2010-06-15,14775
"5515","IDENT.auclair",117.490432739258,0.375186443328857,"2010.07.16",2010,7,16,2010-07-16,14806
"5516","IDENT.auclair",91.3692169189453,0.356945902109146,"2010.08.16",2010,8,16,2010-08-16,14837
"5517","IDENT.auclair",76.9828720092773,0.366032630205154,"2010.09.15",2010,9,15,2010-09-15,14867
"5518","IDENT.auclair",40.1488075256348,0.392862528562546,"2010.10.16",2010,10,16,2010-10-16,14898
"5519","IDENT.auclair",25.3821411132812,0.39683273434639,"2010.11.15",2010,11,15,2010-11-15,14928
"5520","IDENT.auclair",33.848560333252,0.397895842790604,"2010.12.16",2010,12,16,2010-12-16,14959
"5521","IDENT.auclair",11.7240428924561,0.39606699347496,"2011.01.16",2011,1,16,2011-01-16,14990
"5522","IDENT.auclair",15.8204441070557,0.395550578832626,"2011.02.14",2011,2,14,2011-02-14,15019
"5523","IDENT.auclair",37.3023452758789,0.397341221570969,"2011.03.16",2011,3,16,2011-03-16,15049
"5524","IDENT.auclair",43.9904632568359,0.396822661161423,"2011.04.15",2011,4,15,2011-04-15,15079
"5525","IDENT.auclair",87.9184112548828,0.393434554338455,"2011.05.16",2011,5,16,2011-05-16,15110
"5526","IDENT.auclair",99.016357421875,0.395191609859467,"2011.06.15",2011,6,15,2011-06-15,15140
"5527","IDENT.auclair",117.717163085938,0.394081890583038,"2011.07.16",2011,7,16,2011-07-16,15171
"5528","IDENT.auclair",97.5515594482422,0.396994769573212,"2011.08.16",2011,8,16,2011-08-16,15202
"5529","IDENT.auclair",65.40234375,0.394322216510773,"2011.09.15",2011,9,15,2011-09-15,15232
"5530","IDENT.auclair",33.0604476928711,0.392936259508133,"2011.10.16",2011,10,16,2011-10-16,15263
"5531","IDENT.auclair",17.0658988952637,0.395028352737427,"2011.11.15",2011,11,15,2011-11-15,15293
"5532","IDENT.auclair",15.7117462158203,0.396700143814087,"2011.12.16",2011,12,16,2011-12-16,15324
"5533","IDENT.auclair",17.2114562988281,0.398121446371078,"2012.01.16",2012,1,16,2012-01-16,15355
"5534","IDENT.auclair",16.4581699371338,0.395419031381607,"2012.02.15",2012,2,15,2012-02-15,15385
"5535","IDENT.auclair",33.7314453125,0.393873333930969,"2012.03.16",2012,3,16,2012-03-16,15415
"5536","IDENT.auclair",40.5151100158691,0.393461942672729,"2012.04.15",2012,4,15,2012-04-15,15445
"5537","IDENT.auclair",97.9566955566406,0.38885110616684,"2012.05.16",2012,5,16,2012-05-16,15476
"5538","IDENT.auclair",105.468124389648,0.379587709903717,"2012.06.15",2012,6,15,2012-06-15,15506
"5539","IDENT.auclair",108.637084960938,0.374549210071564,"2012.07.16",2012,7,16,2012-07-16,15537
"5540","IDENT.auclair",96.987434387207,0.35675436258316,"2012.08.16",2012,8,16,2012-08-16,15568
"5541","IDENT.auclair",55.0679092407227,0.354744225740433,"2012.09.15",2012,9,15,2012-09-15,15598
"5542","IDENT.auclair",53.4788551330566,0.374036133289337,"2012.10.16",2012,10,16,2012-10-16,15629
"5543","IDENT.auclair",9.53645610809326,0.391095340251923,"2012.11.15",2012,11,15,2012-11-15,15659
"5544","IDENT.auclair",27.9083671569824,0.39682725071907,"2012.12.16",2012,12,16,2012-12-16,15690
"5545","IDENT.auclair",9.64074993133545,0.395808488130569,"2013.01.16",2013,1,16,2013-01-16,15721
"5546","IDENT.auclair",4.61134624481201,0.394533842802048,"2013.02.14",2013,2,14,2013-02-14,15750
"5547","IDENT.auclair",18.4811096191406,0.395568698644638,"2013.03.16",2013,3,16,2013-03-16,15780
"5548","IDENT.auclair",49.2848014831543,0.397223204374313,"2013.04.15",2013,4,15,2013-04-15,15810
"5549","IDENT.auclair",101.953399658203,0.389727532863617,"2013.05.16",2013,5,16,2013-05-16,15841
"5550","IDENT.auclair",90.6364059448242,0.394319087266922,"2013.06.15",2013,6,15,2013-06-15,15871
"5551","IDENT.auclair",116.525581359863,0.380540162324905,"2013.07.16",2013,7,16,2013-07-16,15902
"5552","IDENT.auclair",94.8339614868164,0.380987018346786,"2013.08.16",2013,8,16,2013-08-16,15933
"5553","IDENT.auclair",66.775634765625,0.384395390748978,"2013.09.15",2013,9,15,2013-09-15,15963
"5554","IDENT.auclair",31.9251155853271,0.389565140008926,"2013.10.16",2013,10,16,2013-10-16,15994
"5555","IDENT.auclair",25.4904155731201,0.396315187215805,"2013.11.15",2013,11,15,2013-11-15,16024
"5556","IDENT.auclair",26.4319477081299,0.396339297294617,"2013.12.16",2013,12,16,2013-12-16,16055
"5557","IDENT.auclair",17.6269435882568,0.397013306617737,"2014.01.16",2014,1,16,2014-01-16,16086
"5558","IDENT.auclair",18.3520927429199,0.395917952060699,"2014.02.14",2014,2,14,2014-02-14,16115
"5559","IDENT.auclair",32.5154609680176,0.395657151937485,"2014.03.16",2014,3,16,2014-03-16,16145
"5560","IDENT.auclair",47.4700546264648,0.396241784095764,"2014.04.15",2014,4,15,2014-04-15,16175
"5561","IDENT.auclair",88.1270141601562,0.392653912305832,"2014.05.16",2014,5,16,2014-05-16,16206
"5562","IDENT.auclair",100.258239746094,0.385142087936401,"2014.06.15",2014,6,15,2014-06-15,16236
"5563","IDENT.auclair",115.435165405273,0.37926396727562,"2014.07.16",2014,7,16,2014-07-16,16267
"5564","IDENT.auclair",91.0598068237305,0.374259114265442,"2014.08.16",2014,8,16,2014-08-16,16298
"5565","IDENT.auclair",64.9851684570312,0.368216902017593,"2014.09.15",2014,9,15,2014-09-15,16328
"5566","IDENT.auclair",44.9245491027832,0.38049852848053,"2014.10.16",2014,10,16,2014-10-16,16359
"5567","IDENT.auclair",21.1145877838135,0.39543890953064,"2014.11.15",2014,11,15,2014-11-15,16389
"5568","IDENT.auclair",25.3607864379883,0.397464007139206,"2014.12.16",2014,12,16,2014-12-16,16420
"5569","IDENT.auclair",0.408101171255112,0.395425140857697,"2015.01.16",2015,1,16,2015-01-16,16451
"5570","IDENT.auclair",3.41203474998474,0.394028455018997,"2015.02.14",2015,2,14,2015-02-14,16480
