"","exp","year","block","plot","SR","SpComp","sum_alive","n_initial","proportion_alive","yearfilter_max","yearfilter_5y"
"5165","Kreinitz",7,"A","A6",3,"FREX_QUPE_TICO",28,30,0.933333333333333,0,0
"5166","Kreinitz",7,"A","A7",5,"FASY_FREX_PIAB_PISY_TICO",28,30,0.933333333333333,0,0
"5167","Kreinitz",7,"A","A8",3,"FASY_PISY_QUPE",28,30,0.933333333333333,0,0
"5168","Kreinitz",7,"A","A9",3,"FREX_PISY_QUPE",28,30,0.933333333333333,0,0
"5169","Kreinitz",7,"B","B1",2,"PIAB_PISY",25,30,0.833333333333333,0,0
"5170","Kreinitz",7,"B","B10",3,"FREX_PISY_TICO",25,30,0.833333333333333,0,0
"5171","Kreinitz",7,"B","B11",5,"FASY_FREX_PISY_QUPE_TICO",27,30,0.9,0,0
"5172","Kreinitz",7,"B","B12",3,"FASY_PISY_TICO",25,30,0.833333333333333,0,0
"5173","Kreinitz",7,"B","B13",3,"FASY_FREX_PIAB",29,30,0.966666666666667,0,0
"5174","Kreinitz",7,"B","B14",3,"FREX_PISY_QUPE",29,30,0.966666666666667,0,0
"5175","Kreinitz",7,"B","B15",2,"PIAB_TICO",30,30,1,0,0
"5176","Kreinitz",7,"B","B16",2,"PISY_TICO",25,30,0.833333333333333,0,0
"5177","Kreinitz",7,"B","B17",2,"PIAB_QUPE",30,30,1,0,0
"5178","Kreinitz",7,"B","B18",5,"FASY_FREX_PIAB_PISY_QUPE",29,30,0.966666666666667,0,0
"5179","Kreinitz",7,"B","B19",5,"FASY_PIAB_PISY_QUPE_TICO",27,30,0.9,0,0
"5180","Kreinitz",7,"B","B2",2,"FREX_PIAB",28,30,0.933333333333333,0,0
"5181","Kreinitz",7,"B","B20",2,"FREX_TICO",29,30,0.966666666666667,0,0
"5182","Kreinitz",7,"B","B21",3,"PIAB_PISY_TICO",27,30,0.9,0,0
"5183","Kreinitz",7,"B","B22",3,"PISY_QUPE_TICO",28,30,0.933333333333333,0,0
"5184","Kreinitz",7,"B","B23",3,"FASY_FREX_TICO",28,30,0.933333333333333,0,0
"5185","Kreinitz",7,"B","B25",3,"FREX_PIAB_PISY",29,30,0.966666666666667,0,0
"5186","Kreinitz",7,"B","B26",2,"FASY_PISY",23,30,0.766666666666667,0,0
"5187","Kreinitz",7,"B","B27",3,"FREX_PIAB_QUPE",29,30,0.966666666666667,0,0
"5188","Kreinitz",7,"B","B28",1,"TICO",28,30,0.933333333333333,0,0
"5189","Kreinitz",7,"B","B29",1,"PIAB",30,30,1,0,0
"5190","Kreinitz",7,"B","B3",2,"FASY_PIAB",26,30,0.866666666666667,0,0
"5191","Kreinitz",7,"B","B30",3,"FASY_QUPE_TICO",28,30,0.933333333333333,0,0
"5192","Kreinitz",7,"B","B31",3,"FREX_PIAB_TICO",29,30,0.966666666666667,0,0
"5193","Kreinitz",7,"B","B32",1,"FASY",25,30,0.833333333333333,0,0
"5194","Kreinitz",7,"B","B33",1,"PISY",16,30,0.533333333333333,0,0
"5195","Kreinitz",7,"B","B34",3,"PIAB_PISY_QUPE",29,30,0.966666666666667,0,0
"5196","Kreinitz",7,"B","B35",2,"QUPE_TICO",28,30,0.933333333333333,0,0
"5197","Kreinitz",7,"B","B36",2,"FASY_TICO",29,30,0.966666666666667,0,0
"5198","Kreinitz",7,"B","B37",2,"PISY_QUPE",29,30,0.966666666666667,0,0
"5199","Kreinitz",7,"B","B38",3,"FASY_PIAB_QUPE",29,30,0.966666666666667,0,0
"5200","Kreinitz",7,"B","B39",3,"FASY_PIAB_TICO",30,30,1,0,0
"5201","Kreinitz",7,"B","B4",5,"FASY_FREX_PIAB_QUPE_TICO",26,30,0.866666666666667,0,0
"5202","Kreinitz",7,"B","B40",1,"FREX",29,30,0.966666666666667,0,0
"5203","Kreinitz",7,"B","B41",5,"FREX_PIAB_PISY_QUPE_TICO",30,30,1,0,0
"5204","Kreinitz",7,"B","B42",3,"FASY_FREX_QUPE",28,30,0.933333333333333,0,0
"5205","Kreinitz",7,"B","B43",2,"FREX_QUPE",30,30,1,0,0
"5206","Kreinitz",7,"B","B44",3,"FASY_PIAB_PISY",29,30,0.966666666666667,0,0
"5207","Kreinitz",7,"B","B45",3,"FREX_QUPE_TICO",29,30,0.966666666666667,0,0
"5208","Kreinitz",7,"B","B46",3,"FASY_FREX_PISY",29,30,0.966666666666667,0,0
"5209","Kreinitz",7,"B","B47",2,"FREX_PISY",29,30,0.966666666666667,0,0
"5210","Kreinitz",7,"B","B48",5,"FASY_FREX_PIAB_PISY_TICO",26,30,0.866666666666667,0,0
"5211","Kreinitz",7,"B","B49",3,"PIAB_QUPE_TICO",28,30,0.933333333333333,0,0
"5212","Kreinitz",7,"B","B5",1,"QUPE",30,30,1,0,0
"5213","Kreinitz",7,"B","B6",2,"FASY_QUPE",30,30,1,0,0
"5214","Kreinitz",7,"B","B7",6,"FASY_FREX_PIAB_PISY_QUPE_TICO",26,30,0.866666666666667,0,0
"5215","Kreinitz",7,"B","B8",3,"FASY_PISY_QUPE",27,30,0.9,0,0
"5216","Kreinitz",7,"B","B9",2,"FASY_FREX",26,30,0.866666666666667,0,0
"5217","Kreinitz",8,"A","A1",2,"FASY_PISY",30,30,1,1,0
"5218","Kreinitz",8,"A","A10",2,"FREX_PIAB",30,30,1,1,0
"5219","Kreinitz",8,"A","A11",6,"FASY_FREX_PIAB_PISY_QUPE_TICO",26,30,0.866666666666667,1,0
"5220","Kreinitz",8,"A","A12",1,"QUPE",30,30,1,1,0
"5221","Kreinitz",8,"A","A14",3,"FREX_PISY_TICO",27,30,0.9,1,0
"5222","Kreinitz",8,"A","A15",3,"FREX_PIAB_PISY",24,30,0.8,1,0
"5223","Kreinitz",8,"A","A16",2,"PISY_TICO",23,30,0.766666666666667,1,0
"5224","Kreinitz",8,"A","A17",5,"FREX_PIAB_PISY_QUPE_TICO",28,30,0.933333333333333,1,0
"5225","Kreinitz",8,"A","A18",1,"TICO",28,30,0.933333333333333,1,0
"5226","Kreinitz",8,"A","A19",2,"PIAB_TICO",30,30,1,1,0
"5227","Kreinitz",8,"A","A2",2,"PIAB_PISY",28,30,0.933333333333333,1,0
"5228","Kreinitz",8,"A","A20",2,"FASY_QUPE",27,30,0.9,1,0
"5229","Kreinitz",8,"A","A21",1,"PIAB",30,30,1,1,0
"5230","Kreinitz",8,"A","A22",2,"PIAB_QUPE",29,30,0.966666666666667,1,0
"5231","Kreinitz",8,"A","A23",2,"FREX_QUPE",30,30,1,1,0
"5232","Kreinitz",8,"A","A24",3,"FASY_FREX_PIAB",30,30,1,1,0
"5233","Kreinitz",8,"A","A25",3,"FREX_PIAB_QUPE",30,30,1,1,0
"5234","Kreinitz",8,"A","A26",3,"PISY_QUPE_TICO",23,30,0.766666666666667,1,0
"5235","Kreinitz",8,"A","A27",1,"FASY",26,30,0.866666666666667,1,0
"5236","Kreinitz",8,"A","A28",3,"PIAB_QUPE_TICO",29,30,0.966666666666667,1,0
"5237","Kreinitz",8,"A","A29",3,"PIAB_PISY_QUPE",28,30,0.933333333333333,1,0
"5238","Kreinitz",8,"A","A3",5,"FASY_PIAB_PISY_QUPE_TICO",30,30,1,1,0
"5239","Kreinitz",8,"A","A30",3,"FASY_FREX_QUPE",30,30,1,1,0
"5240","Kreinitz",8,"A","A31",3,"FASY_QUPE_TICO",27,30,0.9,1,0
"5241","Kreinitz",8,"A","A32",2,"FASY_FREX",27,30,0.9,1,0
"5242","Kreinitz",8,"A","A33",2,"PISY_QUPE",29,30,0.966666666666667,1,0
"5243","Kreinitz",8,"A","A34",3,"FASY_PIAB_PISY",30,30,1,1,0
"5244","Kreinitz",8,"A","A35",3,"FREX_PIAB_TICO",29,30,0.966666666666667,1,0
"5245","Kreinitz",8,"A","A36",1,"PISY",23,30,0.766666666666667,1,0
"5246","Kreinitz",8,"A","A37",3,"PIAB_PISY_TICO",27,30,0.9,1,0
"5247","Kreinitz",8,"A","A38",3,"FASY_FREX_TICO",29,30,0.966666666666667,1,0
"5248","Kreinitz",8,"A","A39",2,"FASY_TICO",26,30,0.866666666666667,1,0
"5249","Kreinitz",8,"A","A4",2,"FREX_TICO",28,30,0.933333333333333,1,0
"5250","Kreinitz",8,"A","A40",5,"FASY_FREX_PISY_QUPE_TICO",27,30,0.9,1,0
"5251","Kreinitz",8,"A","A41",1,"FREX",28,30,0.933333333333333,1,0
"5252","Kreinitz",8,"A","A42",3,"FASY_PISY_TICO",26,30,0.866666666666667,1,0
"5253","Kreinitz",8,"A","A43",5,"FASY_FREX_PIAB_QUPE_TICO",29,30,0.966666666666667,1,0
"5254","Kreinitz",8,"A","A44",5,"FASY_FREX_PIAB_PISY_QUPE",28,30,0.933333333333333,1,0
"5255","Kreinitz",8,"A","A45",3,"FASY_PIAB_TICO",29,30,0.966666666666667,1,0
"5256","Kreinitz",8,"A","A46",2,"FASY_PIAB",26,30,0.866666666666667,1,0
"5257","Kreinitz",8,"A","A47",2,"FREX_PISY",23,30,0.766666666666667,1,0
"5258","Kreinitz",8,"A","A48",3,"FASY_PIAB_QUPE",30,30,1,1,0
"5259","Kreinitz",8,"A","A49",3,"FASY_FREX_PISY",27,30,0.9,1,0
"5260","Kreinitz",8,"A","A5",2,"QUPE_TICO",29,30,0.966666666666667,1,0
"5261","Kreinitz",8,"A","A6",3,"FREX_QUPE_TICO",28,30,0.933333333333333,1,0
"5262","Kreinitz",8,"A","A7",5,"FASY_FREX_PIAB_PISY_TICO",28,30,0.933333333333333,1,0
"5263","Kreinitz",8,"A","A8",3,"FASY_PISY_QUPE",28,30,0.933333333333333,1,0
"5264","Kreinitz",8,"A","A9",3,"FREX_PISY_QUPE",28,30,0.933333333333333,1,0
"5265","Kreinitz",8,"B","B1",2,"PIAB_PISY",25,30,0.833333333333333,1,0
"5266","Kreinitz",8,"B","B10",3,"FREX_PISY_TICO",24,30,0.8,1,0
"5267","Kreinitz",8,"B","B11",5,"FASY_FREX_PISY_QUPE_TICO",27,30,0.9,1,0
"5268","Kreinitz",8,"B","B12",3,"FASY_PISY_TICO",26,30,0.866666666666667,1,0
"5269","Kreinitz",8,"B","B13",3,"FASY_FREX_PIAB",29,30,0.966666666666667,1,0
"5270","Kreinitz",8,"B","B14",3,"FREX_PISY_QUPE",29,30,0.966666666666667,1,0
"5271","Kreinitz",8,"B","B15",2,"PIAB_TICO",30,30,1,1,0
"5272","Kreinitz",8,"B","B16",2,"PISY_TICO",25,30,0.833333333333333,1,0
"5273","Kreinitz",8,"B","B17",2,"PIAB_QUPE",30,30,1,1,0
"5274","Kreinitz",8,"B","B18",5,"FASY_FREX_PIAB_PISY_QUPE",29,30,0.966666666666667,1,0
"5275","Kreinitz",8,"B","B19",5,"FASY_PIAB_PISY_QUPE_TICO",28,30,0.933333333333333,1,0
"5276","Kreinitz",8,"B","B2",2,"FREX_PIAB",28,30,0.933333333333333,1,0
"5277","Kreinitz",8,"B","B20",2,"FREX_TICO",28,30,0.933333333333333,1,0
"5278","Kreinitz",8,"B","B21",3,"PIAB_PISY_TICO",26,30,0.866666666666667,1,0
"5279","Kreinitz",8,"B","B22",3,"PISY_QUPE_TICO",28,30,0.933333333333333,1,0
"5280","Kreinitz",8,"B","B23",3,"FASY_FREX_TICO",28,30,0.933333333333333,1,0
"5281","Kreinitz",8,"B","B25",3,"FREX_PIAB_PISY",29,30,0.966666666666667,1,0
"5282","Kreinitz",8,"B","B26",2,"FASY_PISY",23,30,0.766666666666667,1,0
"5283","Kreinitz",8,"B","B27",3,"FREX_PIAB_QUPE",28,30,0.933333333333333,1,0
"5284","Kreinitz",8,"B","B28",1,"TICO",30,30,1,1,0
"5285","Kreinitz",8,"B","B29",1,"PIAB",30,30,1,1,0
"5286","Kreinitz",8,"B","B3",2,"FASY_PIAB",26,30,0.866666666666667,1,0
"5287","Kreinitz",8,"B","B30",3,"FASY_QUPE_TICO",28,30,0.933333333333333,1,0
"5288","Kreinitz",8,"B","B31",3,"FREX_PIAB_TICO",29,30,0.966666666666667,1,0
"5289","Kreinitz",8,"B","B32",1,"FASY",25,30,0.833333333333333,1,0
"5290","Kreinitz",8,"B","B33",1,"PISY",16,30,0.533333333333333,1,0
"5291","Kreinitz",8,"B","B34",3,"PIAB_PISY_QUPE",29,30,0.966666666666667,1,0
"5292","Kreinitz",8,"B","B35",2,"QUPE_TICO",28,30,0.933333333333333,1,0
"5293","Kreinitz",8,"B","B36",2,"FASY_TICO",28,30,0.933333333333333,1,0
"5294","Kreinitz",8,"B","B37",2,"PISY_QUPE",29,30,0.966666666666667,1,0
"5295","Kreinitz",8,"B","B38",3,"FASY_PIAB_QUPE",29,30,0.966666666666667,1,0
"5296","Kreinitz",8,"B","B39",3,"FASY_PIAB_TICO",30,30,1,1,0
"5297","Kreinitz",8,"B","B4",5,"FASY_FREX_PIAB_QUPE_TICO",25,30,0.833333333333333,1,0
"5298","Kreinitz",8,"B","B40",1,"FREX",29,30,0.966666666666667,1,0
"5299","Kreinitz",8,"B","B41",5,"FREX_PIAB_PISY_QUPE_TICO",29,30,0.966666666666667,1,0
"5300","Kreinitz",8,"B","B42",3,"FASY_FREX_QUPE",28,30,0.933333333333333,1,0
"5301","Kreinitz",8,"B","B43",2,"FREX_QUPE",30,30,1,1,0
"5302","Kreinitz",8,"B","B44",3,"FASY_PIAB_PISY",29,30,0.966666666666667,1,0
"5303","Kreinitz",8,"B","B45",3,"FREX_QUPE_TICO",29,30,0.966666666666667,1,0
"5304","Kreinitz",8,"B","B46",3,"FASY_FREX_PISY",29,30,0.966666666666667,1,0
"5305","Kreinitz",8,"B","B47",2,"FREX_PISY",28,30,0.933333333333333,1,0
"5306","Kreinitz",8,"B","B48",5,"FASY_FREX_PIAB_PISY_TICO",25,30,0.833333333333333,1,0
"5307","Kreinitz",8,"B","B49",3,"PIAB_QUPE_TICO",28,30,0.933333333333333,1,0
"5308","Kreinitz",8,"B","B5",1,"QUPE",30,30,1,1,0
"5309","Kreinitz",8,"B","B6",2,"FASY_QUPE",30,30,1,1,0
"5310","Kreinitz",8,"B","B7",6,"FASY_FREX_PIAB_PISY_QUPE_TICO",26,30,0.866666666666667,1,0
"5311","Kreinitz",8,"B","B8",3,"FASY_PISY_QUPE",27,30,0.9,1,0
"5312","Kreinitz",8,"B","B9",2,"FASY_FREX",26,30,0.866666666666667,1,0
"5313","ORPHEE",0,"1","1",1,"BEPE",36,36,1,0,0
"5314","ORPHEE",0,"1","10",2,"QUPY_QURO",36,36,1,0,0
"5315","ORPHEE",0,"1","11",2,"QUIL_QURO",36,36,1,0,0
"5316","ORPHEE",0,"1","12",2,"PIPI_QURO",36,36,1,0,0
"5317","ORPHEE",0,"1","13",2,"QUIL_QUPY",36,36,1,0,0
"5318","ORPHEE",0,"1","14",2,"PIPI_QUPY",36,36,1,0,0
"5319","ORPHEE",0,"1","15",2,"PIPI_QUIL",36,36,1,0,0
"5320","ORPHEE",0,"1","16",3,"BEPE_QUPY_QURO",36,36,1,0,0
"5321","ORPHEE",0,"1","17",3,"BEPE_QUIL_QURO",36,36,1,0,0
"5322","ORPHEE",0,"1","18",3,"BEPE_PIPI_QURO",36,36,1,0,0
"5323","ORPHEE",0,"1","19",3,"BEPE_QUIL_QUPY",36,36,1,0,0
"5324","ORPHEE",0,"1","2",1,"QURO",36,36,1,0,0
"5325","ORPHEE",0,"1","20",3,"BEPE_PIPI_QUPY",36,36,1,0,0
"5326","ORPHEE",0,"1","21",3,"BEPE_PIPI_QUIL",36,36,1,0,0
"5327","ORPHEE",0,"1","22",3,"QUIL_QUPY_QURO",36,36,1,0,0
"5328","ORPHEE",0,"1","23",3,"PIPI_QUPY_QURO",36,36,1,0,0
"5329","ORPHEE",0,"1","24",3,"PIPI_QUIL_QURO",36,36,1,0,0
"5330","ORPHEE",0,"1","25",3,"PIPI_QUIL_QUPY",36,36,1,0,0
"5331","ORPHEE",0,"1","26",4,"BEPE_QUIL_QUPY_QURO",36,36,1,0,0
"5332","ORPHEE",0,"1","27",4,"BEPE_PIPI_QUPY_QURO",36,36,1,0,0
"5333","ORPHEE",0,"1","28",4,"BEPE_PIPI_QUIL_QURO",36,36,1,0,0
"5334","ORPHEE",0,"1","29",4,"BEPE_PIPI_QUIL_QUPY",36,36,1,0,0
"5335","ORPHEE",0,"1","3",1,"QUPY",36,36,1,0,0
"5336","ORPHEE",0,"1","30",4,"PIPI_QUIL_QUPY_QURO",36,36,1,0,0
"5337","ORPHEE",0,"1","31",5,"BEPE_PIPI_QUIL_QUPY_QURO",36,36,1,0,0
"5338","ORPHEE",0,"1","32",5,"BEPE_PIPI_QUIL_QUPY_QURO",36,36,1,0,0
"5339","ORPHEE",0,"1","4",1,"QUIL",36,36,1,0,0
"5340","ORPHEE",0,"1","5",1,"PIPI",36,36,1,0,0
"5341","ORPHEE",0,"1","6",2,"BEPE_QURO",36,36,1,0,0
"5342","ORPHEE",0,"1","7",2,"BEPE_QUPY",36,36,1,0,0
"5343","ORPHEE",0,"1","8",2,"BEPE_QUIL",36,36,1,0,0
"5344","ORPHEE",0,"1","9",2,"BEPE_PIPI",36,36,1,0,0
"5345","ORPHEE",0,"2","1",1,"BEPE",36,36,1,0,0
"5346","ORPHEE",0,"2","10",2,"QUPY_QURO",36,36,1,0,0
"5347","ORPHEE",0,"2","11",2,"QUIL_QURO",36,36,1,0,0
"5348","ORPHEE",0,"2","12",2,"PIPI_QURO",36,36,1,0,0
"5349","ORPHEE",0,"2","13",2,"QUIL_QUPY",36,36,1,0,0
"5350","ORPHEE",0,"2","14",2,"PIPI_QUPY",36,36,1,0,0
"5351","ORPHEE",0,"2","15",2,"PIPI_QUIL",36,36,1,0,0
"5352","ORPHEE",0,"2","16",3,"BEPE_QUPY_QURO",36,36,1,0,0
"5353","ORPHEE",0,"2","17",3,"BEPE_QUIL_QURO",36,36,1,0,0
"5354","ORPHEE",0,"2","18",3,"BEPE_PIPI_QURO",36,36,1,0,0
"5355","ORPHEE",0,"2","19",3,"BEPE_QUIL_QUPY",36,36,1,0,0
"5356","ORPHEE",0,"2","2",1,"QURO",36,36,1,0,0
"5357","ORPHEE",0,"2","20",3,"BEPE_PIPI_QUPY",36,36,1,0,0
"5358","ORPHEE",0,"2","21",3,"BEPE_PIPI_QUIL",36,36,1,0,0
"5359","ORPHEE",0,"2","22",3,"QUIL_QUPY_QURO",36,36,1,0,0
"5360","ORPHEE",0,"2","23",3,"PIPI_QUPY_QURO",36,36,1,0,0
"5361","ORPHEE",0,"2","24",3,"PIPI_QUIL_QURO",36,36,1,0,0
"5362","ORPHEE",0,"2","25",3,"PIPI_QUIL_QUPY",36,36,1,0,0
"5363","ORPHEE",0,"2","26",4,"BEPE_QUIL_QUPY_QURO",36,36,1,0,0
"5364","ORPHEE",0,"2","27",4,"BEPE_PIPI_QUPY_QURO",36,36,1,0,0
"5365","ORPHEE",0,"2","28",4,"BEPE_PIPI_QUIL_QURO",36,36,1,0,0
"5366","ORPHEE",0,"2","29",4,"BEPE_PIPI_QUIL_QUPY",36,36,1,0,0
"5367","ORPHEE",0,"2","3",1,"QUPY",36,36,1,0,0
"5368","ORPHEE",0,"2","30",4,"PIPI_QUIL_QUPY_QURO",36,36,1,0,0
"5369","ORPHEE",0,"2","31",5,"BEPE_PIPI_QUIL_QUPY_QURO",36,36,1,0,0
"5370","ORPHEE",0,"2","32",5,"BEPE_PIPI_QUIL_QUPY_QURO",36,36,1,0,0
"5371","ORPHEE",0,"2","4",1,"QUIL",36,36,1,0,0
"5372","ORPHEE",0,"2","5",1,"PIPI",36,36,1,0,0
"5373","ORPHEE",0,"2","6",2,"BEPE_QURO",36,36,1,0,0
"5374","ORPHEE",0,"2","7",2,"BEPE_QUPY",36,36,1,0,0
"5375","ORPHEE",0,"2","8",2,"BEPE_QUIL",36,36,1,0,0
"5376","ORPHEE",0,"2","9",2,"BEPE_PIPI",36,36,1,0,0
"5377","ORPHEE",0,"3","1",1,"BEPE",36,36,1,0,0
"5378","ORPHEE",0,"3","10",2,"QUPY_QURO",36,36,1,0,0
"5379","ORPHEE",0,"3","11",2,"QUIL_QURO",36,36,1,0,0
"5380","ORPHEE",0,"3","12",2,"PIPI_QURO",36,36,1,0,0
"5381","ORPHEE",0,"3","13",2,"QUIL_QUPY",36,36,1,0,0
"5382","ORPHEE",0,"3","14",2,"PIPI_QUPY",36,36,1,0,0
"5383","ORPHEE",0,"3","15",2,"PIPI_QUIL",35,35,1,0,0
"5384","ORPHEE",0,"3","16",3,"BEPE_QUPY_QURO",36,36,1,0,0
"5385","ORPHEE",0,"3","17",3,"BEPE_QUIL_QURO",36,36,1,0,0
"5386","ORPHEE",0,"3","18",3,"BEPE_PIPI_QURO",36,36,1,0,0
"5387","ORPHEE",0,"3","19",3,"BEPE_QUIL_QUPY",36,36,1,0,0
"5388","ORPHEE",0,"3","2",1,"QURO",36,36,1,0,0
"5389","ORPHEE",0,"3","20",3,"BEPE_PIPI_QUPY",35,35,1,0,0
"5390","ORPHEE",0,"3","21",3,"BEPE_PIPI_QUIL",36,36,1,0,0
"5391","ORPHEE",0,"3","22",3,"QUIL_QUPY_QURO",36,36,1,0,0
"5392","ORPHEE",0,"3","23",3,"PIPI_QUPY_QURO",36,36,1,0,0
"5393","ORPHEE",0,"3","24",3,"PIPI_QUIL_QURO",36,36,1,0,0
"5394","ORPHEE",0,"3","25",3,"PIPI_QUIL_QUPY",36,36,1,0,0
"5395","ORPHEE",0,"3","26",4,"BEPE_QUIL_QUPY_QURO",36,36,1,0,0
"5396","ORPHEE",0,"3","27",4,"BEPE_PIPI_QUPY_QURO",36,36,1,0,0
"5397","ORPHEE",0,"3","28",4,"BEPE_PIPI_QUIL_QURO",36,36,1,0,0
"5398","ORPHEE",0,"3","29",4,"BEPE_PIPI_QUIL_QUPY",36,36,1,0,0
"5399","ORPHEE",0,"3","3",1,"QUPY",36,36,1,0,0
"5400","ORPHEE",0,"3","30",4,"PIPI_QUIL_QUPY_QURO",36,36,1,0,0
"5401","ORPHEE",0,"3","31",5,"BEPE_PIPI_QUIL_QUPY_QURO",36,36,1,0,0
"5402","ORPHEE",0,"3","32",5,"BEPE_PIPI_QUIL_QUPY_QURO",36,36,1,0,0
"5403","ORPHEE",0,"3","4",1,"QUIL",36,36,1,0,0
"5404","ORPHEE",0,"3","5",1,"PIPI",36,36,1,0,0
"5405","ORPHEE",0,"3","6",2,"BEPE_QURO",36,36,1,0,0
"5406","ORPHEE",0,"3","7",2,"BEPE_QUPY",36,36,1,0,0
"5407","ORPHEE",0,"3","8",2,"BEPE_QUIL",36,36,1,0,0
"5408","ORPHEE",0,"3","9",2,"BEPE_PIPI",36,36,1,0,0
"5409","ORPHEE",0,"4","1",1,"BEPE",36,36,1,0,0
"5410","ORPHEE",0,"4","10",2,"QUPY_QURO",36,36,1,0,0
"5411","ORPHEE",0,"4","11",2,"QUIL_QURO",36,36,1,0,0
"5412","ORPHEE",0,"4","12",2,"PIPI_QURO",36,36,1,0,0
"5413","ORPHEE",0,"4","13",2,"QUIL_QUPY",36,36,1,0,0
"5414","ORPHEE",0,"4","14",2,"PIPI_QUPY",36,36,1,0,0
"5415","ORPHEE",0,"4","15",2,"PIPI_QUIL",36,36,1,0,0
"5416","ORPHEE",0,"4","16",3,"BEPE_QUPY_QURO",36,36,1,0,0
"5417","ORPHEE",0,"4","17",3,"BEPE_QUIL_QURO",36,36,1,0,0
"5418","ORPHEE",0,"4","18",3,"BEPE_PIPI_QURO",36,36,1,0,0
"5419","ORPHEE",0,"4","19",3,"BEPE_QUIL_QUPY",36,36,1,0,0
"5420","ORPHEE",0,"4","2",1,"QURO",36,36,1,0,0
"5421","ORPHEE",0,"4","20",3,"BEPE_PIPI_QUPY",36,36,1,0,0
"5422","ORPHEE",0,"4","21",3,"BEPE_PIPI_QUIL",36,36,1,0,0
"5423","ORPHEE",0,"4","22",3,"QUIL_QUPY_QURO",36,36,1,0,0
"5424","ORPHEE",0,"4","23",3,"PIPI_QUPY_QURO",36,36,1,0,0
"5425","ORPHEE",0,"4","24",3,"PIPI_QUIL_QURO",36,36,1,0,0
"5426","ORPHEE",0,"4","25",3,"PIPI_QUIL_QUPY",36,36,1,0,0
"5427","ORPHEE",0,"4","26",4,"BEPE_QUIL_QUPY_QURO",36,36,1,0,0
"5428","ORPHEE",0,"4","27",4,"BEPE_PIPI_QUPY_QURO",36,36,1,0,0
"5429","ORPHEE",0,"4","28",4,"BEPE_PIPI_QUIL_QURO",36,36,1,0,0
"5430","ORPHEE",0,"4","29",4,"BEPE_PIPI_QUIL_QUPY",36,36,1,0,0
"5431","ORPHEE",0,"4","3",1,"QUPY",36,36,1,0,0
"5432","ORPHEE",0,"4","30",4,"PIPI_QUIL_QUPY_QURO",36,36,1,0,0
"5433","ORPHEE",0,"4","31",5,"BEPE_PIPI_QUIL_QUPY_QURO",36,36,1,0,0
"5434","ORPHEE",0,"4","32",5,"BEPE_PIPI_QUIL_QUPY_QURO",36,36,1,0,0
"5435","ORPHEE",0,"4","4",1,"QUIL",36,36,1,0,0
"5436","ORPHEE",0,"4","5",1,"PIPI",36,36,1,0,0
"5437","ORPHEE",0,"4","6",2,"BEPE_QURO",36,36,1,0,0
"5438","ORPHEE",0,"4","7",2,"BEPE_QUPY",36,36,1,0,0
"5439","ORPHEE",0,"4","8",2,"BEPE_QUIL",36,36,1,0,0
"5440","ORPHEE",0,"4","9",2,"BEPE_PIPI",36,36,1,0,0
"5441","ORPHEE",0,"5","1",1,"BEPE",36,36,1,0,0
"5442","ORPHEE",0,"5","10",2,"QUPY_QURO",36,36,1,0,0
"5443","ORPHEE",0,"5","11",2,"QUIL_QURO",36,36,1,0,0
"5444","ORPHEE",0,"5","12",2,"PIPI_QURO",36,36,1,0,0
"5445","ORPHEE",0,"5","13",2,"QUIL_QUPY",36,36,1,0,0
"5446","ORPHEE",0,"5","14",2,"PIPI_QUPY",36,36,1,0,0
"5447","ORPHEE",0,"5","15",2,"PIPI_QUIL",36,36,1,0,0
"5448","ORPHEE",0,"5","16",3,"BEPE_QUPY_QURO",36,36,1,0,0
"5449","ORPHEE",0,"5","17",3,"BEPE_QUIL_QURO",36,36,1,0,0
"5450","ORPHEE",0,"5","18",3,"BEPE_PIPI_QURO",36,36,1,0,0
"5451","ORPHEE",0,"5","19",3,"BEPE_QUIL_QUPY",36,36,1,0,0
"5452","ORPHEE",0,"5","2",1,"QURO",36,36,1,0,0
"5453","ORPHEE",0,"5","20",3,"BEPE_PIPI_QUPY",36,36,1,0,0
"5454","ORPHEE",0,"5","21",3,"BEPE_PIPI_QUIL",36,36,1,0,0
"5455","ORPHEE",0,"5","22",3,"QUIL_QUPY_QURO",36,36,1,0,0
"5456","ORPHEE",0,"5","23",3,"PIPI_QUPY_QURO",36,36,1,0,0
"5457","ORPHEE",0,"5","24",3,"PIPI_QUIL_QURO",36,36,1,0,0
"5458","ORPHEE",0,"5","25",3,"PIPI_QUIL_QUPY",36,36,1,0,0
"5459","ORPHEE",0,"5","26",4,"BEPE_QUIL_QUPY_QURO",36,36,1,0,0
"5460","ORPHEE",0,"5","27",4,"BEPE_PIPI_QUPY_QURO",36,36,1,0,0
"5461","ORPHEE",0,"5","28",4,"BEPE_PIPI_QUIL_QURO",36,36,1,0,0
"5462","ORPHEE",0,"5","29",4,"BEPE_PIPI_QUIL_QUPY",36,36,1,0,0
"5463","ORPHEE",0,"5","3",1,"QUPY",36,36,1,0,0
"5464","ORPHEE",0,"5","30",4,"PIPI_QUIL_QUPY_QURO",36,36,1,0,0
"5465","ORPHEE",0,"5","31",5,"BEPE_PIPI_QUIL_QUPY_QURO",36,36,1,0,0
"5466","ORPHEE",0,"5","32",5,"BEPE_PIPI_QUIL_QUPY_QURO",36,36,1,0,0
